Date,trfee,trfeevar,Value
3/30/2019,47.81690988,-0.424000868,63.48208552
3/29/2019,48.02051729,31.87031424,47.81690988
3/28/2019,36.41495629,24.70464519,48.02051729
3/27/2019,29.20096219,86.27455137,36.41495629
3/26/2019,15.67630252,-12.661305,29.20096219
3/25/2019,17.94886278,-33.88275096,15.67630252
3/24/2019,27.14701994,-23.59496602,17.94886278
3/23/2019,35.53040752,30.62749571,27.14701994
3/22/2019,27.1997923,21.92449386,35.53040752
3/21/2019,22.30871865,-0.295362702,27.1997923
3/20/2019,22.37480548,33.33644929,22.30871865
3/19/2019,16.78071195,-24.96220677,22.37480548
3/18/2019,22.36301366,-28.14978271,16.78071195
3/17/2019,31.12448995,-17.14360058,22.36301366
3/16/2019,37.56437664,4.220569721,31.12448995
3/15/2019,36.04315035,14.40716735,37.56437664
3/14/2019,31.50427651,2.214286875,36.04315035
3/13/2019,30.82179358,61.48323922,31.50427651
3/12/2019,19.08668276,-22.2354854,30.82179358
3/11/2019,24.54420613,-28.92784269,19.08668276
3/10/2019,34.53420729,-9.49883022,24.54420613
3/9/2019,38.15885184,-0.723242559,34.53420729
3/8/2019,38.43684345,32.43292939,38.15885184
3/7/2019,29.02363002,1.98073085,38.43684345
3/6/2019,28.45991569,33.08790067,29.02363002
3/5/2019,21.38429981,-15.54896621,28.45991569
3/4/2019,25.32153705,-16.94076756,21.38429981
3/3/2019,30.48611973,0.627734075,25.32153705
3/2/2019,30.29594178,-7.247432948,30.48611973
3/1/2019,32.66318415,-8.877031812,30.29594178
2/28/2019,35.84517142,-7.742649707,32.66318415
2/27/2019,38.85345862,31.45966696,35.84517142
2/26/2019,29.55542146,16.17967164,38.85345862
2/25/2019,25.43940867,-34.79215793,29.55542146
2/24/2019,39.01280561,12.37828517,25.43940867
2/23/2019,34.71560858,-8.06696975,39.01280561
2/22/2019,37.76184521,3.194317636,34.71560858
2/21/2019,36.59295015,24.44845844,37.76184521
2/20/2019,29.40410079,53.36714818,36.59295015
2/19/2019,19.17235936,-14.27793116,29.40410079
2/18/2019,22.36572171,-15.49094528,19.17235936
2/17/2019,26.46547377,1.088890131,22.36572171
2/16/2019,26.180398,-26.53705583,26.46547377
2/15/2019,35.63755618,3.851071198,26.180398
2/14/2019,34.31602175,48.31035079,35.63755618
2/13/2019,23.13798165,69.87297749,34.31602175
2/12/2019,13.62075475,-23.27476842,23.13798165
2/11/2019,17.75264078,-15.10193336,13.62075475
2/10/2019,20.91053599,24.90306651,17.75264078
2/9/2019,16.74141122,-23.17111741,20.91053599
2/8/2019,21.79051765,26.60946211,16.74141122
2/7/2019,17.21081291,0.718045543,21.79051765
2/6/2019,17.08811248,15.90486467,17.21081291
2/5/2019,14.74322284,-22.1014529,17.08811248
2/4/2019,18.92618462,-42.83978799,14.74322284
2/3/2019,33.11076701,14.03242261,18.92618462
2/2/2019,29.03627429,36.81215022,33.11076701
2/1/2019,21.22346169,-8.3211936,29.03627429
1/31/2019,23.14980149,-4.194029955,21.22346169
1/30/2019,24.16321392,51.89492458,23.14980149
1/29/2019,15.90784813,-19.9814446,24.16321392
1/28/2019,19.8801991,-19.91344727,15.90784813
1/27/2019,24.82339222,7.979462969,19.8801991
1/26/2019,22.98899396,1.39468114,24.82339222
1/25/2019,22.67278096,8.480308961,22.98899396
1/24/2019,20.9003654,4.926384544,22.67278096
1/23/2019,19.91907516,38.10953142,20.9003654
1/22/2019,14.42266508,-17.94730612,19.91907516
1/21/2019,17.57732062,-15.97026707,14.42266508
1/20/2019,20.91797749,-10.94032106,17.57732062
1/19/2019,23.48759589,-6.346608688,20.91797749
1/18/2019,25.07927963,18.27846244,23.48759589
1/17/2019,21.20358949,6.048418183,25.07927963
1/16/2019,19.99425343,41.03209652,21.20358949
1/15/2019,14.17709438,-17.20312026,19.99425343
1/14/2019,17.12273992,-29.41749894,14.17709438
1/13/2019,24.25918558,-6.13641194,17.12273992
1/12/2019,25.84515048,6.931643587,24.25918558
1/11/2019,24.16978699,15.38634396,25.84515048
1/10/2019,20.94683492,-12.26769206,24.16978699
1/9/2019,23.87585077,43.8730306,20.94683492
1/8/2019,16.59508434,35.23740267,23.87585077
1/7/2019,12.27107591,-37.32611922,16.59508434
1/6/2019,19.57925017,2.146366041,12.27107591
1/5/2019,19.1678382,6.249474097,19.57925017
1/4/2019,18.0404076,60.66330373,19.1678382
1/3/2019,11.22870449,-29.41663444,18.0404076
1/2/2019,15.90842885,14.35797063,11.22870449
1/1/2019,13.91108006,-9.152195898,15.90842885
12/31/2018,15.31251107,-14.79174225,13.91108006
12/30/2018,17.97068908,6.231102743,15.31251107
12/29/2018,16.91659845,4.252207309,17.97068908
12/28/2018,16.22660938,-11.26570133,16.91659845
12/27/2018,18.28673875,-20.55168438,16.22660938
12/26/2018,23.01715097,48.98290931,18.28673875
12/25/2018,15.44952443,-17.71866413,23.01715097
12/24/2018,18.77646281,-39.35055361,15.44952443
12/23/2018,30.95900116,12.05634619,18.77646281
12/22/2018,27.62806589,-16.09956156,30.95900116
12/21/2018,32.92958464,23.89627817,27.62806589
12/20/2018,26.57834854,26.71132575,32.92958464
12/19/2018,20.97551137,41.26110065,26.57834854
12/18/2018,14.84875261,-19.18246318,20.97551137
12/17/2018,18.37318136,-26.78660507,14.84875261
12/16/2018,25.09538231,13.6140989,18.37318136
12/15/2018,22.08826418,-1.205518488,25.09538231
12/14/2018,22.35779149,-4.122042313,22.08826418
12/13/2018,23.31901099,1.506897985,22.35779149
12/12/2018,22.97283382,36.4702125,23.31901099
12/11/2018,16.83358837,-14.77683946,22.97283382
12/10/2018,19.7523634,-36.68171739,16.83358837
12/9/2018,31.19535557,9.550786083,19.7523634
12/8/2018,28.47570217,8.226946926,31.19535557
12/7/2018,26.31110179,-16.47293676,28.47570217
12/6/2018,31.50009203,1.199756067,26.31110179
12/5/2018,31.12664818,33.90481991,31.50009203
12/4/2018,23.24535308,-25.2976838,31.12664818
12/3/2018,31.11731237,-23.69115824,23.24535308
12/2/2018,40.77812171,-9.527472694,31.11731237
12/1/2018,45.07238045,16.3535833,40.77812171
11/30/2018,38.73742361,3.622749746,45.07238045
11/29/2018,37.38312649,-2.340407928,38.73742361
11/28/2018,38.27901151,19.58032945,37.38312649
11/27/2018,32.01112732,2.665656092,38.27901151
11/26/2018,31.17997638,-15.6941051,32.01112732
11/25/2018,36.98433712,-5.493608023,31.17997638
11/24/2018,39.13421764,-21.65346904,36.98433712
11/23/2018,49.95016009,-27.99214041,39.13421764
11/22/2018,69.36765011,73.55151862,49.95016009
11/21/2018,39.9694861,121.5914578,69.36765011
11/20/2018,18.03746701,-16.30331815,39.9694861
11/19/2018,21.55099415,-41.63938944,18.03746701
11/18/2018,36.92729384,-4.460113963,21.55099415
11/17/2018,38.65118054,49.67519262,36.92729384
11/16/2018,25.82337117,42.88755549,38.65118054
11/15/2018,18.07251239,-5.73484936,25.82337117
11/14/2018,19.17199757,35.5890138,18.07251239
11/13/2018,14.13978687,-15.07228743,19.17199757
11/12/2018,16.64920253,-25.76919211,14.13978687
11/11/2018,22.42896582,6.810173668,16.64920253
11/10/2018,20.99890399,3.247516019,22.42896582
11/9/2018,20.33841084,6.017968171,20.99890399
11/8/2018,19.18392815,2.649716901,20.33841084
11/7/2018,18.68872972,45.5986737,19.18392815
11/6/2018,12.83578294,-5.562660957,18.68872972
11/5/2018,13.59185156,-25.82777416,12.83578294
11/4/2018,18.32471846,4.956242148,13.59185156
11/3/2018,17.45938887,4.84675667,18.32471846
11/2/2018,16.65229276,-11.28906526,17.45938887
11/1/2018,18.77140942,-4.24790353,16.65229276
10/31/2018,19.6041759,18.71292234,18.77140942
10/30/2018,16.5139359,26.09408008,19.6041759
10/29/2018,13.09651959,-26.89675056,16.5139359
10/28/2018,17.91509911,2.138885262,13.09651959
10/27/2018,17.53993992,3.531232226,17.91509911
10/26/2018,16.94168952,2.161024461,17.53993992
10/25/2018,16.58331992,-0.695780101,16.94168952
10/24/2018,16.6995118,33.98152936,16.58331992
10/23/2018,12.46404029,-12.99158871,16.6995118
10/22/2018,14.32509812,-18.87824351,12.46404029
10/21/2018,17.65876226,-2.21769537,14.32509812
10/20/2018,18.05926167,-4.195306425,17.65876226
10/19/2018,18.8500803,-2.429401535,18.05926167
10/18/2018,19.31942675,-16.35170696,18.8500803
10/17/2018,23.09602031,85.99049244,19.31942675
10/16/2018,12.41784997,-6.525632878,23.09602031
10/15/2018,13.28476496,-27.97968202,12.41784997
10/14/2018,18.44585713,0.155569366,13.28476496
10/13/2018,18.4172056,17.80273418,18.44585713
10/12/2018,15.6339373,-6.194421329,18.4172056
10/11/2018,16.66631934,-0.772083601,15.6339373
10/10/2018,16.79599849,28.540305,16.66631934
10/9/2018,13.06671747,-25.66759796,16.79599849
10/8/2018,17.57876392,-17.61263474,13.06671747
10/7/2018,21.33672301,14.04423655,17.57876392
10/6/2018,18.70916379,-12.42866944,21.33672301
10/5/2018,21.36448501,-16.94304087,18.70916379
10/4/2018,25.72269107,17.86776417,21.36448501
10/3/2018,21.82334691,41.45334324,25.72269107
10/2/2018,15.42794706,-19.25440288,21.82334691
10/1/2018,19.10685859,-33.92803723,15.42794706
9/30/2018,28.91825487,22.25779301,19.10685859
9/29/2018,23.65350638,17.48119268,28.91825487
9/28/2018,20.1338664,-0.903191991,23.65350638
9/27/2018,20.31737127,31.00845358,20.1338664
9/26/2018,15.50844294,7.121901474,20.31737127
9/25/2018,14.47737832,-22.39815354,15.50844294
9/24/2018,18.65597145,-27.16094669,14.47737832
9/23/2018,25.61259462,40.25130352,18.65597145
9/22/2018,18.26192982,6.836426176,25.61259462
9/21/2018,17.09335521,-10.09972311,18.26192982
9/20/2018,19.01368472,8.913030272,17.09335521
9/19/2018,17.45767671,33.56903987,19.01368472
9/18/2018,13.07015213,-16.75039394,17.45767671
9/17/2018,15.69995673,-26.00967181,13.07015213
9/16/2018,21.21893106,4.536858894,15.69995673
9/15/2018,20.29803773,-15.12215808,21.21893106
9/14/2018,23.91441308,2.748517207,20.29803773
9/13/2018,23.27470384,16.51833372,23.91441308
9/12/2018,19.97514305,8.736139549,23.27470384
9/11/2018,18.37028897,-2.386300917,19.97514305
9/10/2018,18.81937591,-32.60006543,18.37028897
9/9/2018,27.92194982,-10.76415448,18.81937591
9/8/2018,31.29006024,-1.688068942,27.92194982
9/7/2018,31.82732747,32.02778268,31.29006024
9/6/2018,24.1065379,21.04116728,31.82732747
9/5/2018,19.91598267,22.15908301,24.1065379
9/4/2018,16.3033171,-15.13870058,19.91598267
9/3/2018,19.2117222,-23.93289385,16.3033171
9/2/2018,25.25628116,4.793429159,19.2117222
9/1/2018,24.10101603,1.917719339,25.25628116
8/31/2018,23.64752291,-47.69805062,24.10101603
8/30/2018,45.21346372,38.45460467,23.64752291
8/29/2018,32.65580356,17.45421893,45.21346372
8/28/2018,27.80300602,31.99848259,32.65580356
8/27/2018,21.06312548,9.969749028,27.80300602
8/26/2018,19.15356329,-0.801761449,21.06312548
8/25/2018,19.30837036,-20.45716882,19.15356329
8/24/2018,24.27418043,-1.931521017,19.30837036
8/23/2018,24.75227584,-14.85970255,24.27418043
8/22/2018,29.07233893,70.55365631,24.75227584
8/21/2018,17.04586085,3.60136749,29.07233893
8/20/2018,16.45331646,-33.88059855,17.04586085
8/19/2018,24.88424895,3.47873019,16.45331646
8/18/2018,24.04769454,8.502343661,24.88424895
8/17/2018,22.16329503,-16.2252747,24.04769454
8/16/2018,26.45582537,32.80500365,22.16329503
8/15/2018,19.92080467,55.93271258,26.45582537
8/14/2018,12.77525693,-16.99261605,19.92080467
8/13/2018,15.39050663,-24.60999116,12.77525693
8/12/2018,20.41451761,-1.617766425,15.39050663
8/11/2018,20.7502075,-0.003144978,20.41451761
8/10/2018,20.75086011,11.47183417,20.7502075
8/9/2018,18.61533926,4.872278146,20.75086011
8/8/2018,17.7504862,30.23164868,18.61533926
8/7/2018,13.6299328,-20.73100084,17.7504862
8/6/2018,17.19453121,-25.93314462,13.6299328
8/5/2018,23.21487948,-7.910489553,17.19453121
8/4/2018,25.20903778,18.44516329,23.21487948
8/3/2018,21.2832986,-16.80677087,25.20903778
8/2/2018,25.5829697,4.089345205,21.2832986
8/1/2018,24.57789474,56.83902904,25.5829697
7/31/2018,15.67077716,-6.436474121,24.57789474
7/30/2018,16.74880998,-19.18175531,15.67077716
7/29/2018,20.72404572,-13.21671397,16.74880998
7/28/2018,23.88022702,-10.97497511,20.72404572
7/27/2018,26.82417337,-9.509097078,23.88022702
7/26/2018,29.64295029,13.48442316,26.82417337
7/25/2018,26.12072165,76.82208168,29.64295029
7/24/2018,14.77231882,-14.99507153,26.12072165
7/23/2018,17.37819099,-24.72997636,14.77231882
7/22/2018,23.08779797,-19.9102843,17.37819099
7/21/2018,28.82741906,-9.423745243,23.08779797
7/20/2018,31.82668475,27.60228293,28.82741906
7/19/2018,24.94209666,5.628997387,31.82668475
7/18/2018,23.61292569,54.55289299,24.94209666
7/17/2018,15.27821656,1.769011097,23.61292569
7/16/2018,15.01264127,-23.15058866,15.27821656
7/15/2018,19.53514153,4.840438364,15.01264127
7/14/2018,18.63321237,-8.850620763,19.53514153
7/13/2018,20.44250057,-10.57803111,18.63321237
7/12/2018,22.86071401,14.72768808,20.44250057
7/11/2018,19.92606527,27.36542702,22.86071401
7/10/2018,15.64479917,-5.581844347,19.92606527
7/9/2018,16.56969368,-23.65188543,15.64479917
7/8/2018,21.70281974,9.798715175,16.56969368
7/7/2018,19.76600519,-8.255107163,21.70281974
7/6/2018,21.54452916,-22.78665458,19.76600519
7/5/2018,27.90259772,18.83236791,21.54452916
7/4/2018,23.48063765,39.82487951,27.90259772
7/3/2018,16.7928896,-28.85604063,23.48063765
7/2/2018,23.60409759,-13.88708618,16.7928896
7/1/2018,27.41063627,0.925576922,23.60409759
6/30/2018,27.15925646,-15.54658329,27.41063627
6/29/2018,32.15886049,-0.571936146,27.15925646
6/28/2018,32.34384664,-6.736680197,32.15886049
6/27/2018,34.68013653,28.29831858,32.34384664
6/26/2018,27.03085817,-15.36454667,34.68013653
6/25/2018,31.93798474,-53.67064415,27.03085817
6/24/2018,68.9368202,-6.234078143,31.93798474
6/23/2018,73.52012206,-63.83402305,68.9368202
6/22/2018,203.2853202,142.5588657,73.52012206
6/21/2018,83.80865389,378.2804041,203.2853202
6/20/2018,17.52291191,-25.39956246,83.80865389
6/19/2018,23.48902029,42.85772205,17.52291191
6/18/2018,16.44224754,-29.11153859,23.48902029
6/17/2018,23.19453295,-17.21332906,16.44224754
6/16/2018,28.01723114,-25.11611281,23.19453295
6/15/2018,37.41423181,70.79028917,28.01723114
6/14/2018,21.90653344,-11.20539664,37.41423181
6/13/2018,24.67101897,47.72222173,21.90653344
6/12/2018,16.7009531,-10.72526128,24.67101897
6/11/2018,18.7073671,4.566393083,16.7009531
6/10/2018,17.89042019,-13.44714489,18.7073671
6/9/2018,20.6699365,6.228629196,17.89042019
6/8/2018,19.4579716,5.017691813,20.6699365
6/7/2018,18.52827963,-10.53787431,19.4579716
6/6/2018,20.71075272,35.29892456,18.52827963
6/5/2018,15.3074038,-5.965052815,20.71075272
6/4/2018,16.27842016,-20.10499717,15.3074038
6/3/2018,20.37476636,-5.908229006,16.27842016
6/2/2018,21.6541427,-4.447926421,20.37476636
6/1/2018,22.66213792,-20.86369822,21.6541427
5/31/2018,28.63684227,-1.672735456,22.66213792
5/30/2018,29.12400991,49.57717189,28.63684227
5/29/2018,19.47089221,-13.51682492,29.12400991
5/28/2018,22.51408114,-25.88435888,19.47089221
5/27/2018,30.37696335,2.094990043,22.51408114
5/26/2018,29.75362781,-3.460788028,30.37696335
5/25/2018,30.82025138,16.19701626,29.75362781
5/24/2018,26.52413321,-15.22898757,30.82025138
5/23/2018,31.28915469,25.21092209,26.52413321
5/22/2018,24.98915763,-20.47723737,31.28915469
5/21/2018,31.42390531,-55.1982795,24.98915763
5/20/2018,70.13995212,29.75118465,31.42390531
5/19/2018,54.05727301,67.05530692,70.13995212
5/18/2018,32.35890796,-14.47304097,54.05727301
5/17/2018,37.83474629,7.309048978,32.35890796
5/16/2018,35.25774075,51.07059364,37.83474629
5/15/2018,23.33858622,-17.78813805,35.25774075
5/14/2018,28.38834405,-26.47812138,23.33858622
5/13/2018,38.61210375,44.55085107,28.38834405
5/12/2018,26.71177891,-12.50522372,38.61210375
5/11/2018,30.52956993,-10.97728741,26.71177891
5/10/2018,34.29413578,-4.473538885,30.52956993
5/9/2018,35.90014262,14.76309186,34.29413578
5/8/2018,31.28195837,-2.785592101,35.90014262
5/7/2018,32.17831497,-18.28463463,31.28195837
5/6/2018,39.37853649,-0.056128945,32.17831497
5/5/2018,39.40065166,1.321299206,39.37853649
5/4/2018,38.88684015,22.44776251,39.40065166
5/3/2018,31.75790178,-13.51124704,38.88684015
5/2/2018,36.71911167,5.253852119,31.75790178
5/1/2018,34.8862402,-16.83271711,36.71911167
4/30/2018,41.9470722,-24.59699678,34.8862402
4/29/2018,55.63050596,-17.69212476,41.9470722
4/28/2018,67.58831497,-26.32014105,55.63050596
4/27/2018,91.73241634,40.24033693,67.58831497
4/26/2018,65.4108642,124.5190623,91.73241634
4/25/2018,29.13376866,34.01307709,65.4108642
4/24/2018,21.73949684,-23.46837935,29.13376866
4/23/2018,28.40590158,-2.126117384,21.73949684
4/22/2018,29.02296386,4.88098476,28.40590158
4/21/2018,27.6722839,9.298955971,29.02296386
4/20/2018,25.31797642,-3.133871107,27.6722839
4/19/2018,26.13707878,1.579626995,25.31797642
4/18/2018,25.73063079,5.865534457,26.13707878
4/17/2018,24.30501194,2.296423139,25.73063079
4/16/2018,23.75939568,-34.66116845,24.30501194
4/15/2018,36.36336175,1.83188847,23.75939568
4/14/2018,35.70920887,56.93919423,36.36336175
4/13/2018,22.75353142,-1.021957847,35.70920887
4/12/2018,22.98846383,2.516882275,22.75353142
4/11/2018,22.42407623,6.693202901,22.98846383
4/10/2018,21.01734283,-22.63249568,22.42407623
4/9/2018,27.16559493,-21.33070871,21.01734283
4/8/2018,34.53138383,41.15797236,27.16559493
4/7/2018,24.46293557,-1.434619487,34.53138383
4/6/2018,24.81899369,-1.234832798,24.46293557
4/5/2018,25.12929851,17.46788871,24.81899369
4/4/2018,21.39248333,17.01515696,25.12929851
4/3/2018,18.28180544,-8.930099669,21.39248333
4/2/2018,20.07447617,-22.08525584,18.28180544
4/1/2018,25.7646693,-5.281229884,20.07447617
3/31/2018,27.20122872,12.90221038,25.7646693
3/30/2018,24.09273355,-12.42280172,27.20122872
3/29/2018,27.51028124,1.946311964,24.09273355
3/28/2018,26.98506764,33.3816123,27.51028124
3/27/2018,20.23147507,-7.045783076,26.98506764
3/26/2018,21.76498898,-17.10998655,20.23147507
3/25/2018,26.25767336,-5.291709042,21.76498898
3/24/2018,27.7247885,-10.63805547,26.25767336
3/23/2018,31.0252744,-1.127519053,27.7247885
3/22/2018,31.3790795,1.944178218,31.0252744
3/21/2018,30.78064883,21.50445618,31.3790795
3/20/2018,25.33293823,17.74318833,30.78064883
3/19/2018,21.51541723,-27.4396884,25.33293823
3/18/2018,29.65177072,-19.08647651,21.51541723
3/17/2018,36.64624829,-1.064023703,29.65177072
3/16/2018,37.04036657,-38.95413294,36.64624829
3/15/2018,60.67628875,81.29732395,37.04036657
3/14/2018,33.46783473,-15.50742117,60.67628875
3/13/2018,39.61038377,-1.645857593,33.46783473
3/12/2018,40.27322368,15.57507722,39.61038377
3/11/2018,34.8459414,-2.202755102,40.27322368
3/10/2018,35.63080068,2.276539882,34.8459414
3/9/2018,34.8377064,-6.450922617,35.63080068
3/8/2018,37.24003205,-16.37350647,34.8377064
3/7/2018,44.53138052,33.0650935,37.24003205
3/6/2018,33.46586197,-11.84796354,44.53138052
3/5/2018,37.96379904,-9.639627192,33.46586197
3/4/2018,42.01376982,-19.29081219,37.96379904
3/3/2018,52.05574602,1.474992391,42.01376982
3/2/2018,51.29908837,1.490335137,52.05574602
3/1/2018,50.54578675,9.429318524,51.29908837
2/28/2018,46.19035139,11.46158119,50.54578675
2/27/2018,41.44060303,-56.88106533,46.19035139
2/26/2018,96.10766905,29.9663701,41.44060303
2/25/2018,73.94810594,96.65883804,96.10766905
2/24/2018,37.60222865,-7.571643436,73.94810594
2/23/2018,40.68256761,-22.10989408,37.60222865
2/22/2018,52.23072575,2.598041453,40.68256761
2/21/2018,50.9081119,14.18655374,52.23072575
2/20/2018,44.58328081,-8.337946075,50.9081119
2/19/2018,48.63875388,-16.51021915,44.58328081
2/18/2018,58.25713445,-9.086946853,48.63875388
2/17/2018,64.08005499,0.504381196,58.25713445
2/16/2018,63.75846926,-7.0213727,64.08005499
2/15/2018,68.57325292,-1.995803615,63.75846926
2/14/2018,69.96971094,12.91887561,68.57325292
2/13/2018,61.96458348,-30.21665006,69.96971094
2/12/2018,88.79565618,0.488212081,61.96458348
2/11/2018,88.36425123,0.431035655,88.79565618
2/10/2018,87.98500449,-28.76924597,88.36425123
2/9/2018,123.521091,-24.80604996,87.98500449
2/8/2018,164.2699857,-5.465645812,123.521091
2/7/2018,173.7675019,56.10191897,164.2699857
2/6/2018,111.3166981,-24.23712781,173.7675019
2/5/2018,146.9277694,-46.44759206,111.3166981
2/4/2018,274.3625824,28.19031426,146.9277694
2/3/2018,214.0275449,31.94779058,274.3625824
2/2/2018,162.2062363,1.188597415,214.0275449
2/1/2018,160.3009039,9.982615379,162.2062363
1/31/2018,145.7511292,-6.175760668,160.3009039
1/30/2018,155.3448557,-7.672795107,145.7511292
1/29/2018,168.2546936,-19.54625793,155.3448557
1/28/2018,209.132216,-5.307680967,168.2546936
1/27/2018,220.8544664,-22.09666758,209.132216
1/26/2018,283.498099,-0.860233379,220.8544664
1/25/2018,285.9580052,-9.10788055,283.498099
1/24/2018,314.6125395,-8.373115988,285.9580052
1/23/2018,343.3626963,-20.03722881,314.6125395
1/22/2018,429.4031975,-12.63236231,343.3626963
1/21/2018,491.4899943,-25.1801129,429.4031975
1/20/2018,656.8975354,-2.695784401,491.4899943
1/19/2018,675.0966865,11.33182949,656.8975354
1/18/2018,606.3824601,18.87110716,675.0966865
1/17/2018,510.1176178,3.824998408,606.3824601
1/16/2018,491.3244648,-7.028235237,510.1176178
1/15/2018,528.466321,-14.43722563,491.3244648
1/14/2018,617.6357942,-11.44255334,528.466321
1/13/2018,697.4408335,-3.177016633,617.6357942
1/12/2018,720.3257009,-4.265247945,697.4408335
1/11/2018,752.4182028,8.33543503,720.3257009
1/10/2018,694.5264055,1.226094057,752.4182028
1/9/2018,686.1140025,-1.204344023,694.5264055
1/8/2018,694.4779056,-0.980688125,686.1140025
1/7/2018,701.3560209,-9.881654683,694.4779056
1/6/2018,778.2610948,3.811681462,701.3560209
1/5/2018,749.6854726,15.48458404,778.2610948
1/4/2018,649.1649763,38.29291601,749.6854726
1/3/2018,469.4130365,-13.89200223,649.1649763
1/2/2018,545.1445262,-29.98140832,469.4130365
1/1/2018,778.5711097,-0.91931604,545.1445262
12/31/2017,785.7950496,-0.004942781,778.5711097
12/30/2017,785.8338917,0.129554788,785.7950496
12/29/2017,784.8171235,8.157574749,785.8338917
12/28/2017,725.6238182,5.255250911,784.8171235
12/27/2017,689.394412,-21.75942599,725.6238182
12/26/2017,881.1213628,-17.31339452,689.394412
12/25/2017,1065.615595,-28.76646251,881.1213628
12/24/2017,1495.946477,32.52987912,1065.615595
12/23/2017,1128.76167,23.82315651,1495.946477
12/22/2017,911.5917428,37.57892038,1128.76167
12/21/2017,662.5955054,12.85415534,911.5917428
12/20/2017,587.1254837,9.653170517,662.5955054
12/19/2017,535.4386753,0.267277439,587.1254837
12/18/2017,534.0113834,-9.902507394,535.4386753
12/17/2017,592.7039343,-8.052027667,534.0113834
12/16/2017,644.6079443,6.670550418,592.7039343
12/15/2017,604.2979452,12.33471445,644.6079443
12/14/2017,537.9440791,11.22851293,604.2979452
12/13/2017,483.6386507,5.574838947,537.9440791
12/12/2017,458.1002969,-19.21889477,483.6386507
12/11/2017,567.0884245,-11.58992863,458.1002969
12/10/2017,641.4296648,77.39777239,567.0884245
12/9/2017,361.5770684,40.59848842,641.4296648
12/8/2017,257.1699543,17.06584225,361.5770684
12/7/2017,219.679754,-2.84811525,257.1699543
12/6/2017,226.1199096,20.62871761,219.679754
12/5/2017,187.4511427,-1.494888422,226.1199096
12/4/2017,190.2958534,-22.97333107,187.4511427
12/3/2017,247.0519056,-8.712684769,190.2958534
12/2/2017,270.6311441,-6.968317689,247.0519056
12/1/2017,290.9021286,18.62375929,270.6311441
11/30/2017,245.2309135,3.690366441,290.9021286
11/29/2017,236.5030831,23.67980021,245.2309135
11/28/2017,191.2220773,-2.258072644,236.5030831
11/27/2017,195.6397653,-16.22732378,191.2220773
11/26/2017,233.5364872,-12.17777318,195.6397653
