us13wdate,us13wopen,us13whigh,us13wlow,us13wclose,us13wadjclose
11-Sep-18,2.105,2.108,2.105,2.108,2.108
12-Sep-18,2.105,2.105,2.105,2.105,2.105
13-Sep-18,2.093,2.093,2.09,2.093,2.093
14-Sep-18,2.095,2.103,2.095,2.103,2.103
17-Sep-18,2.11,2.11,2.105,2.108,2.108
18-Sep-18,2.118,2.133,2.118,2.125,2.125
19-Sep-18,2.125,2.138,2.12,2.12,2.12
20-Sep-18,2.118,2.125,2.118,2.118,2.118
21-Sep-18,2.12,2.125,2.12,2.123,2.123
24-Sep-18,2.128,2.133,2.123,2.123,2.123
25-Sep-18,2.17,2.17,2.165,2.168,2.168
26-Sep-18,2.16,2.17,2.15,2.16,2.16
27-Sep-18,2.14,2.153,2.135,2.14,2.14
28-Sep-18,2.145,2.158,2.145,2.15,2.15
1-Oct-18,2.158,2.163,2.153,2.155,2.155
2-Oct-18,2.173,2.178,2.168,2.175,2.175
3-Oct-18,2.175,2.175,2.17,2.17,2.17
4-Oct-18,2.17,2.173,2.168,2.17,2.17
5-Oct-18,2.165,2.168,2.163,2.165,2.165
8-Oct-18,2.165,2.165,2.165,2.165,2.165
9-Oct-18,2.17,2.195,2.17,2.185,2.185
10-Oct-18,2.22,2.225,2.22,2.22,2.22
11-Oct-18,2.218,2.22,2.215,2.215,2.215
12-Oct-18,2.218,2.218,2.218,2.218,2.218
15-Oct-18,2.225,2.235,2.223,2.23,2.23
16-Oct-18,2.265,2.265,2.255,2.26,2.26
17-Oct-18,2.26,2.27,2.26,2.26,2.26
18-Oct-18,2.258,2.26,2.255,2.255,2.255
19-Oct-18,2.255,2.26,2.255,2.26,2.26
22-Oct-18,2.258,2.26,2.258,2.258,2.258
23-Oct-18,2.285,2.29,2.285,2.29,2.29
24-Oct-18,2.29,2.29,2.285,2.285,2.285
25-Oct-18,2.28,2.285,2.28,2.28,2.28
26-Oct-18,2.27,2.275,2.27,2.273,2.273
29-Oct-18,2.28,2.283,2.26,2.26,2.26
30-Oct-18,2.29,2.29,2.283,2.283,2.283
31-Oct-18,2.285,2.288,2.275,2.278,2.278
1-Nov-18,2.278,2.278,2.27,2.27,2.27
2-Nov-18,2.278,2.28,2.27,2.273,2.273
5-Nov-18,2.27,2.273,2.268,2.268,2.268
6-Nov-18,2.313,2.315,2.308,2.31,2.31
7-Nov-18,2.315,2.315,2.305,2.31,2.31
8-Nov-18,2.3,2.303,2.298,2.303,2.303
9-Nov-18,2.3,2.3,2.3,2.3,2.3
12-Nov-18,2.3,2.3,2.3,2.3,2.3
13-Nov-18,2.295,2.295,2.295,2.295,2.295
14-Nov-18,2.325,2.33,2.325,2.325,2.325
15-Nov-18,2.32,2.32,2.31,2.31,2.31
16-Nov-18,2.308,2.308,2.298,2.3,2.3
19-Nov-18,2.305,2.31,2.3,2.3,2.3
20-Nov-18,2.333,2.338,2.333,2.335,2.335
21-Nov-18,2.35,2.358,2.348,2.35,2.35
23-Nov-18,2.353,2.353,2.348,2.348,2.348
26-Nov-18,2.353,2.358,2.343,2.343,2.343
27-Nov-18,2.355,2.355,2.353,2.353,2.353
28-Nov-18,2.355,2.355,2.33,2.335,2.335
29-Nov-18,2.325,2.33,2.303,2.31,2.31
30-Nov-18,2.308,2.318,2.308,2.308,2.308
3-Dec-18,2.31,2.313,2.288,2.288,2.288
4-Dec-18,2.363,2.368,2.36,2.365,2.365
6-Dec-18,2.365,2.365,2.35,2.353,2.353
7-Dec-18,2.355,2.355,2.338,2.34,2.34
10-Dec-18,2.34,2.34,2.32,2.33,2.33
11-Dec-18,2.37,2.373,2.368,2.37,2.37
12-Dec-18,2.358,2.378,2.358,2.375,2.375
13-Dec-18,2.373,2.373,2.358,2.363,2.363
14-Dec-18,2.355,2.368,2.355,2.368,2.368
17-Dec-18,2.36,2.365,2.34,2.34,2.34
18-Dec-18,2.353,2.353,2.328,2.328,2.328
19-Dec-18,2.328,2.343,2.328,2.338,2.338
20-Dec-18,2.34,2.345,2.335,2.335,2.335
21-Dec-18,2.32,2.338,2.318,2.33,2.33
24-Dec-18,2.33,2.343,2.33,2.333,2.333
26-Dec-18,2.385,2.39,2.373,2.38,2.38
27-Dec-18,2.373,2.373,2.348,2.348,2.348
28-Dec-18,2.355,2.358,2.318,2.328,2.328
31-Dec-18,2.345,2.4,2.3,2.3,2.3
2-Jan-19,2.395,2.4,2.36,2.365,2.365
3-Jan-19,2.363,2.368,2.355,2.355,2.355
4-Jan-19,2.358,2.373,2.358,2.358,2.358
7-Jan-19,2.355,2.37,2.353,2.353,2.353
8-Jan-19,2.395,2.403,2.388,2.4,2.4
9-Jan-19,2.4,2.403,2.39,2.39,2.39
10-Jan-19,2.38,2.388,2.375,2.375,2.375
11-Jan-19,2.37,2.373,2.365,2.37,2.37
14-Jan-19,2.365,2.37,2.358,2.36,2.36
15-Jan-19,2.385,2.385,2.383,2.383,2.383
16-Jan-19,2.378,2.378,2.363,2.363,2.363
17-Jan-19,2.36,2.365,2.353,2.355,2.355
18-Jan-19,2.355,2.355,2.345,2.348,2.348
22-Jan-19,2.35,2.355,2.343,2.345,2.345
23-Jan-19,2.373,2.373,2.353,2.353,2.353
24-Jan-19,2.345,2.35,2.305,2.305,2.305
25-Jan-19,2.315,2.333,2.315,2.328,2.328
28-Jan-19,2.333,2.338,2.33,2.333,2.333
29-Jan-19,2.365,2.365,2.363,2.365,2.365
30-Jan-19,2.365,2.375,2.365,2.365,2.365
31-Jan-19,2.355,2.36,2.34,2.34,2.34
1-Feb-19,2.34,2.345,2.34,2.34,2.34
4-Feb-19,2.34,2.34,2.335,2.335,2.335
5-Feb-19,2.368,2.37,2.363,2.365,2.365
6-Feb-19,2.36,2.365,2.358,2.365,2.365
7-Feb-19,2.348,2.363,2.348,2.355,2.355
8-Feb-19,2.355,2.368,2.355,2.365,2.365
11-Feb-19,2.368,2.383,2.368,2.375,2.375
12-Feb-19,2.388,2.388,2.378,2.378,2.378
13-Feb-19,2.375,2.378,2.373,2.373,2.373
14-Feb-19,2.373,2.375,2.37,2.373,2.373
15-Feb-19,2.37,2.373,2.37,2.37,2.37
19-Feb-19,2.373,2.373,2.365,2.373,2.373
20-Feb-19,2.38,2.383,2.38,2.383,2.383
21-Feb-19,2.383,2.395,2.383,2.395,2.395
22-Feb-19,2.393,2.395,2.388,2.393,2.393
25-Feb-19,2.393,2.398,2.388,2.393,2.393
26-Feb-19,2.398,2.4,2.398,2.4,2.4
27-Feb-19,2.398,2.4,2.393,2.393,2.393
28-Feb-19,2.388,2.39,2.38,2.383,2.383
1-Mar-19,2.385,2.388,2.378,2.378,2.378
4-Mar-19,2.378,2.385,2.375,2.375,2.375
5-Mar-19,2.4,2.405,2.4,2.4,2.4
6-Mar-19,2.405,2.405,2.403,2.405,2.405
7-Mar-19,2.395,2.4,2.395,2.395,2.395
8-Mar-19,2.395,2.395,2.39,2.393,2.393
11-Mar-19,2.393,2.393,2.38,2.38,2.38
12-Mar-19,2.395,2.395,2.393,2.395,2.395
13-Mar-19,2.393,2.395,2.388,2.388,2.388
14-Mar-19,2.388,2.393,2.385,2.388,2.388
15-Mar-19,2.388,2.39,2.385,2.388,2.388
18-Mar-19,2.388,2.39,2.385,2.385,2.385
19-Mar-19,2.398,2.405,2.398,2.405,2.405
20-Mar-19,2.405,2.415,2.398,2.408,2.408
21-Mar-19,2.403,2.418,2.403,2.408,2.408
22-Mar-19,2.405,2.408,2.395,2.398,2.398
25-Mar-19,2.4,2.4,2.39,2.39,2.39
26-Mar-19,2.403,2.405,2.403,2.405,2.405
27-Mar-19,2.398,2.403,2.375,2.378,2.378
28-Mar-19,2.373,2.378,2.368,2.37,2.37
29-Mar-19,2.363,2.363,2.328,2.328,2.328
1-Apr-19,2.343,2.345,2.32,2.323,2.323
2-Apr-19,2.363,2.373,2.363,2.37,2.37
3-Apr-19,2.375,2.378,2.37,2.373,2.373
4-Apr-19,2.37,2.378,2.37,2.37,2.37
5-Apr-19,2.37,2.375,2.37,2.37,2.37
8-Apr-19,2.37,2.37,2.365,2.365,2.365
9-Apr-19,2.365,2.365,2.365,2.365,2.365
10-Apr-19,2.365,2.365,2.36,2.363,2.363
11-Apr-19,2.36,2.365,2.36,2.365,2.365
12-Apr-19,2.365,2.375,2.365,2.375,2.375
15-Apr-19,2.373,2.375,2.36,2.36,2.36
16-Apr-19,2.373,2.38,2.373,2.378,2.378
17-Apr-19,2.38,2.39,2.38,2.38,2.38
18-Apr-19,2.37,2.373,2.365,2.365,2.365
22-Apr-19,2.368,2.378,2.368,2.375,2.375
23-Apr-19,2.388,2.39,2.385,2.39,2.39
24-Apr-19,2.38,2.38,2.375,2.375,2.375
25-Apr-19,2.365,2.365,2.36,2.365,2.365
26-Apr-19,2.363,2.363,2.358,2.36,2.36
29-Apr-19,2.36,2.365,2.36,2.36,2.36
30-Apr-19,2.375,2.375,2.368,2.368,2.368
1-May-19,2.37,2.373,2.345,2.363,2.363
2-May-19,2.36,2.373,2.36,2.373,2.373
3-May-19,2.37,2.37,2.365,2.368,2.368
6-May-19,2.36,2.365,2.36,2.363,2.363
7-May-19,2.37,2.373,2.368,2.368,2.368
8-May-19,2.368,2.37,2.368,2.37,2.37
9-May-19,2.368,2.37,2.365,2.37,2.37
10-May-19,2.368,2.37,2.365,2.37,2.37
13-May-19,2.36,2.36,2.35,2.35,2.35
14-May-19,2.35,2.355,2.35,2.353,2.353
15-May-19,2.348,2.355,2.348,2.35,2.35
16-May-19,2.345,2.345,2.338,2.338,2.338
17-May-19,2.335,2.335,2.328,2.33,2.33
20-May-19,2.328,2.328,2.32,2.32,2.32
21-May-19,2.33,2.333,2.33,2.33,2.33
22-May-19,2.33,2.33,2.32,2.32,2.32
23-May-19,2.31,2.31,2.303,2.303,2.303
24-May-19,2.303,2.305,2.288,2.288,2.288
28-May-19,2.29,2.303,2.29,2.298,2.298
29-May-19,2.298,2.3,2.295,2.298,2.298
30-May-19,2.3,2.31,2.3,2.31,2.31
31-May-19,2.293,2.295,2.29,2.293,2.293
3-Jun-19,2.28,2.283,2.275,2.28,2.28
4-Jun-19,2.295,2.3,2.293,2.295,2.295
5-Jun-19,2.283,2.285,2.278,2.285,2.285
6-Jun-19,2.278,2.278,2.248,2.255,2.255
7-Jun-19,2.253,2.253,2.203,2.215,2.215
10-Jun-19,2.228,2.228,2.22,2.22,2.22
11-Jun-19,2.225,2.228,2.213,2.213,2.213
12-Jun-19,2.203,2.205,2.16,2.165,2.165
13-Jun-19,2.163,2.163,2.138,2.14,2.14
14-Jun-19,2.13,2.143,2.12,2.125,2.125
17-Jun-19,2.125,2.138,2.125,2.138,2.138
18-Jun-19,2.163,2.17,2.163,2.168,2.168
19-Jun-19,2.165,2.168,2.12,2.125,2.125
20-Jun-19,2.09,2.105,2.07,2.078,2.078
21-Jun-19,2.07,2.07,2.055,2.055,2.055
24-Jun-19,2.058,2.065,2.058,2.058,2.058
25-Jun-19,2.073,2.085,2.07,2.083,2.083
26-Jun-19,2.085,2.098,2.085,2.093,2.093
27-Jun-19,2.088,2.095,2.083,2.085,2.085
28-Jun-19,2.075,2.075,2.035,2.035,2.035
1-Jul-19,2.055,2.07,2.053,2.065,2.065
2-Jul-19,2.143,2.148,2.125,2.148,2.148
3-Jul-19,2.14,2.15,2.14,2.15,2.15
5-Jul-19,2.143,2.175,2.143,2.163,2.163
8-Jul-19,2.16,2.18,2.158,2.178,2.178
9-Jul-19,2.2,2.208,2.195,2.195,2.195
10-Jul-19,2.203,2.203,2.125,2.13,2.13
11-Jul-19,2.098,2.118,2.093,2.098,2.098
12-Jul-19,2.09,2.095,2.088,2.09,2.09
15-Jul-19,2.088,2.093,2.085,2.085,2.085
16-Jul-19,2.103,2.105,2.1,2.103,2.103
17-Jul-19,2.098,2.098,2.073,2.073,2.073
18-Jul-19,2.065,2.065,2.013,2.013,2.013
19-Jul-19,2.003,2.02,1.993,2.013,2.013
22-Jul-19,2.033,2.033,2.015,2.025,2.025
23-Jul-19,2.033,2.038,2.028,2.033,2.033
24-Jul-19,2.033,2.043,2.03,2.04,2.04
