us13wdate,us13wopen,us13whigh,us13wlow,us13wclose,us13wadjclose
16-Sep-14,0.013,0.015,0.013,0.015,0.015
17-Sep-14,0.015,0.015,0.013,0.013,0.013
18-Sep-14,0.013,0.013,0.007,0.01,0.01
19-Sep-14,0.01,0.01,0.005,0.007,0.007
22-Sep-14,0.007,0.01,0.003,0.003,0.003
23-Sep-14,0.005,0.007,0.005,0.007,0.007
24-Sep-14,0.005,0.01,0.005,0.007,0.007
25-Sep-14,0.007,0.007,0.003,0.005,0.005
26-Sep-14,0.003,0.007,0.003,0.005,0.005
29-Sep-14,0.003,0.005,0.003,0.005,0.005
30-Sep-14,0.01,0.022,0.01,0.013,0.013
1-Oct-14,0.015,0.015,0.01,0.013,0.013
2-Oct-14,0.01,0.01,0.007,0.01,0.01
3-Oct-14,0.01,0.015,0.007,0.01,0.01
6-Oct-14,0.01,0.01,0.007,0.01,0.01
7-Oct-14,0.01,0.01,0.007,0.01,0.01
8-Oct-14,0.007,0.01,0.003,0.005,0.005
9-Oct-14,0.003,0.01,0.003,0.005,0.005
10-Oct-14,0.005,0.005,0.003,0.005,0.005
13-Oct-14,0.005,0.005,0.005,0.005,0.005
14-Oct-14,0.003,0.005,0.003,0.005,0.005
15-Oct-14,0.01,0.01,0.007,0.01,0.01
16-Oct-14,0.013,0.02,0.013,0.02,0.02
17-Oct-14,0.02,0.022,0.02,0.022,0.022
20-Oct-14,0.02,0.02,0.018,0.02,0.02
21-Oct-14,0.018,0.018,0.018,0.018,0.018
22-Oct-14,0.02,0.02,0.015,0.015,0.015
23-Oct-14,0.015,0.015,0.003,0.015,0.015
24-Oct-14,0.015,0.015,0.003,0.005,0.005
27-Oct-14,0.005,0.007,0.005,0.005,0.005
28-Oct-14,0.015,0.015,0.015,0.015,0.015
29-Oct-14,0.015,0.015,0.01,0.015,0.015
30-Oct-14,0.005,0.005,0.003,0.003,0.003
31-Oct-14,0.003,0.003,0.003,0.003,0.003
3-Nov-14,0.003,0.003,0.003,0.003,0.003
4-Nov-14,0.013,0.022,0.013,0.022,0.022
5-Nov-14,0.022,0.025,0.02,0.02,0.02
6-Nov-14,0.02,0.02,0.015,0.018,0.018
7-Nov-14,0.018,0.02,0.015,0.018,0.018
10-Nov-14,0.02,0.02,0.013,0.015,0.015
11-Nov-14,0.015,0.015,0.015,0.015,0.015
12-Nov-14,0.015,0.015,0.01,0.013,0.013
13-Nov-14,0.013,0.013,0.003,0.005,0.005
14-Nov-14,0.007,0.013,0.003,0.003,0.003
17-Nov-14,0.01,0.01,0.003,0.01,0.01
18-Nov-14,0.02,0.02,0.013,0.015,0.015
19-Nov-14,0.015,0.015,0.003,0.015,0.015
20-Nov-14,0.015,0.015,0.003,0.015,0.015
21-Nov-14,0.003,0.003,0.003,0.003,0.003
24-Nov-14,0.015,0.015,0.003,0.005,0.005
25-Nov-14,0.015,0.02,0.015,0.018,0.018
26-Nov-14,0.018,0.018,0.007,0.01,0.01
28-Nov-14,0.005,0.005,0.005,0.005,0.005
1-Dec-14,0.005,0.013,0.005,0.007,0.007
2-Dec-14,0.02,0.02,0.015,0.015,0.015
3-Dec-14,0.013,0.015,0.003,0.005,0.005
4-Dec-14,0.005,0.015,0.003,0.013,0.013
5-Dec-14,0.015,0.015,0.01,0.01,0.01
8-Dec-14,0.01,0.01,0.003,0.005,0.005
9-Dec-14,0.02,0.028,0.02,0.028,0.028
10-Dec-14,0.028,0.028,0.022,0.025,0.025
11-Dec-14,0.02,0.025,0.02,0.022,0.022
12-Dec-14,0.025,0.025,0.015,0.015,0.015
15-Dec-14,0.015,0.015,0.01,0.01,0.01
16-Dec-14,0.025,0.03,0.025,0.03,0.03
17-Dec-14,0.03,0.03,0.018,0.02,0.02
18-Dec-14,0.02,0.035,0.018,0.033,0.033
19-Dec-14,0.03,0.03,0.025,0.025,0.025
22-Dec-14,0.025,0.025,0.015,0.015,0.015
23-Dec-14,0.04,0.04,0.02,0.02,0.02
24-Dec-14,0.018,0.023,0.003,0.02,0.02
26-Dec-14,0.003,0.01,0.003,0.01,0.01
29-Dec-14,0.003,0.005,0.003,0.003,0.003
30-Dec-14,0.02,0.02,0.02,0.02,0.02
31-Dec-14,0.022,0.037,0.01,0.037,0.037
2-Jan-15,0.03,0.03,0.015,0.015,0.015
5-Jan-15,0.008,0.018,0.003,0.003,0.003
6-Jan-15,0.023,0.023,0.018,0.02,0.02
7-Jan-15,0.023,0.025,0.02,0.02,0.02
8-Jan-15,0.02,0.02,0.015,0.018,0.018
9-Jan-15,0.015,0.018,0.015,0.015,0.015
12-Jan-15,0.015,0.015,0.01,0.013,0.013
13-Jan-15,0.02,0.023,0.02,0.023,0.023
14-Jan-15,0.025,0.025,0.023,0.025,0.025
15-Jan-15,0.023,0.025,0.02,0.023,0.023
16-Jan-15,0.02,0.023,0.015,0.018,0.018
20-Jan-15,0.015,0.015,0.008,0.008,0.008
21-Jan-15,0.02,0.023,0.015,0.02,0.02
22-Jan-15,0.02,0.02,0.013,0.015,0.015
23-Jan-15,0.015,0.015,0.01,0.013,0.013
26-Jan-15,0.013,0.015,0.003,0.005,0.005
27-Jan-15,0.005,0.018,0.005,0.018,0.018
28-Jan-15,0.015,0.018,0.015,0.015,0.015
29-Jan-15,0.015,0.015,0.005,0.01,0.01
30-Jan-15,0.005,0.008,0.003,0.005,0.005
2-Feb-15,0.005,0.008,0.003,0.005,0.005
3-Feb-15,0.013,0.018,0.013,0.015,0.015
4-Feb-15,0.013,0.013,0.005,0.005,0.005
5-Feb-15,0.005,0.01,0.005,0.008,0.008
6-Feb-15,0.008,0.02,0.008,0.015,0.015
9-Feb-15,0.015,0.015,0.003,0.003,0.003
10-Feb-15,0.005,0.005,0.005,0.005,0.005
11-Feb-15,0.005,0.01,0.005,0.005,0.005
12-Feb-15,0.008,0.01,0.008,0.008,0.008
13-Feb-15,0.005,0.005,0.003,0.005,0.005
17-Feb-15,0.003,0.008,0.003,0.008,0.008
18-Feb-15,0.01,0.013,0.01,0.013,0.013
19-Feb-15,0.01,0.013,0.01,0.013,0.013
20-Feb-15,0.015,0.015,0.01,0.01,0.01
23-Feb-15,0.01,0.015,0.01,0.015,0.015
24-Feb-15,0.015,0.018,0.013,0.018,0.018
25-Feb-15,0.015,0.018,0.015,0.015,0.015
26-Feb-15,0.013,0.013,0.01,0.013,0.013
27-Feb-15,0.01,0.013,0.005,0.008,0.008
2-Mar-15,0.01,0.01,0.005,0.005,0.005
3-Mar-15,0.013,0.013,0.013,0.013,0.013
4-Mar-15,0.013,0.015,0.01,0.01,0.01
5-Mar-15,0.005,0.005,0.003,0.003,0.003
6-Mar-15,0.005,0.01,0.003,0.005,0.005
9-Mar-15,0.005,0.005,0.003,0.005,0.005
10-Mar-15,0.01,0.01,0.01,0.01,0.01
11-Mar-15,0.013,0.013,0.01,0.013,0.013
12-Mar-15,0.015,0.018,0.015,0.018,0.018
13-Mar-15,0.02,0.023,0.018,0.023,0.023
16-Mar-15,0.025,0.03,0.023,0.03,0.03
17-Mar-15,0.035,0.05,0.035,0.048,0.048
18-Mar-15,0.048,0.048,0.035,0.038,0.038
19-Mar-15,0.01,0.013,0.008,0.01,0.01
20-Mar-15,0.005,0.005,0.003,0.003,0.003
23-Mar-15,0.003,0.005,0.003,0.003,0.003
24-Mar-15,0.013,0.015,0.013,0.015,0.015
25-Mar-15,0.015,0.018,0.015,0.018,0.018
26-Mar-15,0.023,0.03,0.023,0.028,0.028
27-Mar-15,0.025,0.03,0.02,0.03,0.03
30-Mar-15,0.028,0.03,0.023,0.023,0.023
31-Mar-15,0.03,0.035,0.025,0.025,0.025
1-Apr-15,0.028,0.033,0.025,0.033,0.033
2-Apr-15,0.015,0.018,0.01,0.01,0.01
6-Apr-15,0.01,0.01,0.003,0.003,0.003
7-Apr-15,0.015,0.015,0.015,0.015,0.015
8-Apr-15,0.015,0.018,0.015,0.018,0.018
9-Apr-15,0.02,0.02,0.02,0.02,0.02
10-Apr-15,0.02,0.02,0.013,0.015,0.015
13-Apr-15,0.015,0.015,0.005,0.005,0.005
14-Apr-15,0.01,0.01,0.008,0.01,0.01
15-Apr-15,0.015,0.015,0.015,0.015,0.015
16-Apr-15,0.01,0.015,0.01,0.01,0.01
17-Apr-15,0.013,0.013,0.01,0.013,0.013
20-Apr-15,0.015,0.015,0.013,0.013,0.013
21-Apr-15,0.02,0.02,0.02,0.02,0.02
22-Apr-15,0.02,0.02,0.02,0.02,0.02
23-Apr-15,0.02,0.02,0.015,0.02,0.02
24-Apr-15,0.015,0.018,0.015,0.015,0.015
27-Apr-15,0.015,0.018,0.013,0.013,0.013
28-Apr-15,0.015,0.015,0.013,0.013,0.013
29-Apr-15,0.008,0.008,0.003,0.003,0.003
30-Apr-15,0.003,0.005,0.003,0.005,0.005
1-May-15,0.003,0.003,0.003,0.003,0.003
4-May-15,0.005,0.005,0.003,0.003,0.003
5-May-15,0.013,0.013,0.005,0.008,0.008
6-May-15,0.005,0.01,0.005,0.01,0.01
7-May-15,0.01,0.01,0.003,0.005,0.005
8-May-15,0.005,0.005,0.003,0.003,0.003
11-May-15,0.005,0.008,0.005,0.005,0.005
12-May-15,0.013,0.015,0.013,0.013,0.013
13-May-15,0.015,0.015,0.01,0.01,0.01
14-May-15,0.013,0.013,0.01,0.01,0.01
15-May-15,0.01,0.01,0.008,0.01,0.01
18-May-15,0.008,0.008,0.008,0.008,0.008
19-May-15,0.01,0.01,0.01,0.01,0.01
20-May-15,0.013,0.013,0.01,0.013,0.013
21-May-15,0.015,0.015,0.013,0.013,0.013
22-May-15,0.01,0.013,0.01,0.01,0.01
26-May-15,0.01,0.01,0.01,0.01,0.01
27-May-15,0.01,0.013,0.01,0.013,0.013
28-May-15,0.005,0.005,0.003,0.003,0.003
29-May-15,0.003,0.003,0.003,0.003,0.003
1-Jun-15,0.008,0.008,0.008,0.008,0.008
2-Jun-15,0.01,0.01,0.01,0.01,0.01
3-Jun-15,0.01,0.01,0.01,0.01,0.01
4-Jun-15,0.005,0.005,0.005,0.005,0.005
5-Jun-15,0.008,0.01,0.005,0.01,0.01
8-Jun-15,0.013,0.013,0.01,0.01,0.01
9-Jun-15,0.015,0.015,0.01,0.013,0.013
10-Jun-15,0.015,0.015,0.013,0.013,0.013
11-Jun-15,0.013,0.013,0.008,0.008,0.008
12-Jun-15,0.008,0.008,0.005,0.005,0.005
15-Jun-15,0.005,0.005,0.003,0.003,0.003
16-Jun-15,0.008,0.008,0.008,0.008,0.008
17-Jun-15,0.01,0.01,0.003,0.003,0.003
18-Jun-15,0.003,0.003,0.003,0.003,0.003
19-Jun-15,0.003,0.003,0.003,0.003,0.003
22-Jun-15,0.003,0.003,0.003,0.003,0.003
23-Jun-15,0.005,0.008,0.005,0.008,0.008
24-Jun-15,0.005,0.005,0.003,0.005,0.005
25-Jun-15,0.003,0.005,0.003,0.005,0.005
26-Jun-15,0.003,0.005,0.003,0.005,0.005
29-Jun-15,0.005,0.005,0.005,0.005,0.005
30-Jun-15,0.008,0.01,0.005,0.01,0.01
1-Jul-15,0.008,0.008,0.003,0.003,0.003
2-Jul-15,0.013,0.013,0.003,0.003,0.003
6-Jul-15,0.005,0.008,0.005,0.005,0.005
7-Jul-15,0.008,0.01,0.008,0.01,0.01
8-Jul-15,0.01,0.01,0.01,0.01,0.01
9-Jul-15,0.008,0.008,0.008,0.008,0.008
10-Jul-15,0.01,0.01,0.008,0.008,0.008
13-Jul-15,0.01,0.01,0.003,0.008,0.008
14-Jul-15,0.01,0.01,0.01,0.01,0.01
15-Jul-15,0.013,0.013,0.01,0.013,0.013
16-Jul-15,0.01,0.01,0.01,0.01,0.01
17-Jul-15,0.01,0.013,0.01,0.013,0.013
20-Jul-15,0.01,0.023,0.01,0.023,0.023
21-Jul-15,0.03,0.03,0.028,0.03,0.03
22-Jul-15,0.028,0.03,0.028,0.03,0.03
23-Jul-15,0.03,0.03,0.03,0.03,0.03
24-Jul-15,0.03,0.03,0.03,0.03,0.03
27-Jul-15,0.033,0.033,0.025,0.028,0.028
28-Jul-15,0.043,0.048,0.043,0.043,0.043
29-Jul-15,0.048,0.048,0.043,0.045,0.045
30-Jul-15,0.05,0.06,0.05,0.06,0.06
31-Jul-15,0.058,0.058,0.055,0.058,0.058
3-Aug-15,0.058,0.063,0.058,0.063,0.063
4-Aug-15,0.073,0.075,0.073,0.075,0.075
5-Aug-15,0.075,0.078,0.073,0.075,0.075
6-Aug-15,0.06,0.06,0.015,0.028,0.028
7-Aug-15,0.028,0.06,0.028,0.055,0.055
10-Aug-15,0.055,0.068,0.055,0.065,0.065
11-Aug-15,0.098,0.103,0.098,0.098,0.098
12-Aug-15,0.095,0.095,0.088,0.09,0.09
13-Aug-15,0.095,0.098,0.078,0.083,0.083
14-Aug-15,0.08,0.09,0.08,0.08,0.08
17-Aug-15,0.08,0.08,0.06,0.06,0.06
18-Aug-15,0.088,0.088,0.085,0.085,0.085
19-Aug-15,0.083,0.083,0.04,0.04,0.04
20-Aug-15,0.015,0.02,0.01,0.015,0.015
21-Aug-15,0.005,0.02,0.005,0.02,0.02
24-Aug-15,0.01,0.02,0.005,0.015,0.015
25-Aug-15,0.053,0.053,0.05,0.053,0.053
26-Aug-15,0.053,0.055,0.05,0.055,0.055
27-Aug-15,0.048,0.053,0.048,0.05,0.05
28-Aug-15,0.05,0.053,0.045,0.05,0.05
31-Aug-15,0.045,0.048,0.003,0.003,0.003
1-Sep-15,0.063,0.063,0.038,0.038,0.038
2-Sep-15,0.043,0.043,0.025,0.025,0.025
3-Sep-15,0.005,0.015,0.005,0.015,0.015
4-Sep-15,0.015,0.028,0.015,0.025,0.025
8-Sep-15,0.033,0.04,0.025,0.025,0.025
9-Sep-15,0.05,0.05,0.035,0.035,0.035
10-Sep-15,0.018,0.02,0.015,0.015,0.015
11-Sep-15,0.015,0.025,0.015,0.023,0.023
14-Sep-15,0.023,0.033,0.023,0.025,0.025
15-Sep-15,0.053,0.058,0.053,0.058,0.058
16-Sep-15,0.058,0.058,0.053,0.053,0.053
17-Sep-15,0.043,0.045,0.003,0.003,0.003
18-Sep-15,0.005,0.013,0.003,0.01,0.01
21-Sep-15,0.015,0.015,0.01,0.013,0.013
22-Sep-15,0.003,0.003,0.003,0.003,0.003
23-Sep-15,0.003,0.008,0.003,0.003,0.003
24-Sep-15,0.003,0.005,0.003,0.005,0.005
25-Sep-15,0.01,0.023,0.003,0.02,0.02
28-Sep-15,0.025,0.025,0.01,0.013,0.013
29-Sep-15,0.005,0.005,0.003,0.003,0.003
30-Sep-15,0.005,0.005,0.003,0.005,0.005
1-Oct-15,0.003,0.02,0.003,0.018,0.018
2-Oct-15,0.018,0.018,0.005,0.008,0.008
5-Oct-15,0.01,0.01,0.008,0.008,0.008
6-Oct-15,0.005,0.005,0.005,0.005,0.005
7-Oct-15,0.005,0.005,0.005,0.005,0.005
8-Oct-15,0.005,0.008,0.003,0.003,0.003
9-Oct-15,0.005,0.005,0.003,0.003,0.003
12-Oct-15,0.01,0.01,0.01,0.01,0.01
13-Oct-15,0.005,0.005,0.003,0.005,0.005
14-Oct-15,0.008,0.01,0.008,0.01,0.01
15-Oct-15,0.008,0.008,0.005,0.005,0.005
16-Oct-15,0.005,0.005,0.003,0.005,0.005
19-Oct-15,0.003,0.005,0.003,0.005,0.005
20-Oct-15,0.013,0.013,0.01,0.01,0.01
21-Oct-15,0.01,0.013,0.003,0.005,0.005
22-Oct-15,0.005,0.008,0.003,0.005,0.005
23-Oct-15,0.003,0.005,0.003,0.003,0.003
26-Oct-15,0.003,0.008,0.003,0.008,0.008
27-Oct-15,0.01,0.02,0.01,0.01,0.01
28-Oct-15,0.03,0.035,0.02,0.035,0.035
29-Oct-15,0.028,0.06,0.028,0.053,0.053
30-Oct-15,0.053,0.068,0.053,0.068,0.068
2-Nov-15,0.073,0.098,0.053,0.053,0.053
3-Nov-15,0.06,0.063,0.058,0.058,0.058
4-Nov-15,0.063,0.065,0.055,0.055,0.055
5-Nov-15,0.035,0.043,0.033,0.04,0.04
6-Nov-15,0.038,0.095,0.035,0.073,0.073
9-Nov-15,0.073,0.09,0.073,0.075,0.075
10-Nov-15,0.128,0.128,0.125,0.125,0.125
11-Nov-15,0.123,0.123,0.123,0.123,0.123
12-Nov-15,0.125,0.125,0.118,0.123,0.123
13-Nov-15,0.12,0.12,0.113,0.113,0.113
16-Nov-15,0.113,0.115,0.098,0.098,0.098
17-Nov-15,0.135,0.135,0.135,0.135,0.135
18-Nov-15,0.138,0.138,0.12,0.123,0.123
19-Nov-15,0.098,0.1,0.088,0.088,0.088
20-Nov-15,0.09,0.093,0.09,0.093,0.093
23-Nov-15,0.095,0.11,0.095,0.105,0.105
24-Nov-15,0.135,0.153,0.133,0.153,0.153
25-Nov-15,0.15,0.175,0.15,0.175,0.175
27-Nov-15,0.163,0.17,0.16,0.16,0.16
30-Nov-15,0.168,0.173,0.163,0.17,0.17
1-Dec-15,0.21,0.213,0.203,0.203,0.203
2-Dec-15,0.2,0.215,0.198,0.2,0.2
3-Dec-15,0.205,0.205,0.195,0.198,0.198
4-Dec-15,0.2,0.21,0.198,0.205,0.205
7-Dec-15,0.208,0.24,0.208,0.235,0.235
8-Dec-15,0.265,0.27,0.265,0.268,0.268
9-Dec-15,0.26,0.263,0.233,0.245,0.245
10-Dec-15,0.235,0.235,0.23,0.23,0.23
11-Dec-15,0.223,0.223,0.21,0.213,0.213
14-Dec-15,0.22,0.223,0.193,0.198,0.198
15-Dec-15,0.25,0.25,0.25,0.25,0.25
16-Dec-15,0.255,0.258,0.23,0.235,0.235
17-Dec-15,0.235,0.235,0.21,0.213,0.213
18-Dec-15,0.21,0.21,0.173,0.175,0.175
21-Dec-15,0.178,0.18,0.153,0.153,0.153
22-Dec-15,0.225,0.225,0.193,0.193,0.193
23-Dec-15,0.195,0.228,0.18,0.19,0.19
24-Dec-15,0.185,0.185,0.178,0.183,0.183
28-Dec-15,0.203,0.22,0.188,0.19,0.19
29-Dec-15,0.215,0.218,0.208,0.215,0.215
30-Dec-15,0.2,0.22,0.193,0.195,0.195
31-Dec-15,0.14,0.165,0.135,0.148,0.148
4-Jan-16,0.165,0.17,0.153,0.155,0.155
5-Jan-16,0.205,0.205,0.205,0.205,0.205
6-Jan-16,0.205,0.205,0.198,0.205,0.205
7-Jan-16,0.19,0.195,0.185,0.19,0.19
8-Jan-16,0.19,0.195,0.188,0.19,0.19
11-Jan-16,0.188,0.188,0.168,0.175,0.175
12-Jan-16,0.208,0.21,0.208,0.21,0.21
13-Jan-16,0.208,0.215,0.205,0.215,0.215
14-Jan-16,0.21,0.24,0.21,0.24,0.24
15-Jan-16,0.228,0.23,0.215,0.223,0.223
19-Jan-16,0.228,0.23,0.228,0.23,0.23
20-Jan-16,0.25,0.253,0.25,0.253,0.253
21-Jan-16,0.25,0.275,0.25,0.273,0.273
22-Jan-16,0.275,0.288,0.275,0.288,0.288
25-Jan-16,0.285,0.285,0.265,0.275,0.275
26-Jan-16,0.298,0.303,0.298,0.3,0.3
27-Jan-16,0.3,0.303,0.3,0.3,0.3
28-Jan-16,0.303,0.32,0.298,0.318,0.318
29-Jan-16,0.305,0.305,0.3,0.3,0.3
1-Feb-16,0.3,0.3,0.295,0.295,0.295
2-Feb-16,0.343,0.343,0.33,0.33,0.33
3-Feb-16,0.333,0.34,0.33,0.333,0.333
4-Feb-16,0.318,0.318,0.283,0.283,0.283
5-Feb-16,0.285,0.288,0.268,0.278,0.278
8-Feb-16,0.26,0.265,0.255,0.26,0.26
9-Feb-16,0.31,0.31,0.3,0.3,0.3
10-Feb-16,0.3,0.303,0.298,0.298,0.298
11-Feb-16,0.268,0.273,0.263,0.273,0.273
12-Feb-16,0.273,0.273,0.265,0.27,0.27
16-Feb-16,0.278,0.278,0.273,0.273,0.273
17-Feb-16,0.293,0.295,0.293,0.293,0.293
18-Feb-16,0.293,0.293,0.285,0.288,0.288
19-Feb-16,0.283,0.283,0.28,0.283,0.283
22-Feb-16,0.288,0.293,0.285,0.293,0.293
23-Feb-16,0.318,0.318,0.315,0.318,0.318
24-Feb-16,0.315,0.318,0.315,0.315,0.315
25-Feb-16,0.32,0.32,0.31,0.31,0.31
26-Feb-16,0.31,0.31,0.303,0.303,0.303
29-Feb-16,0.303,0.308,0.295,0.308,0.308
1-Mar-16,0.318,0.32,0.315,0.32,0.32
2-Mar-16,0.32,0.32,0.303,0.303,0.303
3-Mar-16,0.278,0.28,0.255,0.263,0.263
4-Mar-16,0.273,0.278,0.265,0.265,0.265
7-Mar-16,0.268,0.27,0.263,0.265,0.265
8-Mar-16,0.308,0.308,0.305,0.305,0.305
9-Mar-16,0.3,0.303,0.288,0.288,0.288
10-Mar-16,0.288,0.303,0.288,0.303,0.303
11-Mar-16,0.305,0.308,0.305,0.308,0.308
14-Mar-16,0.31,0.313,0.308,0.308,0.308
15-Mar-16,0.325,0.328,0.325,0.325,0.325
16-Mar-16,0.325,0.328,0.278,0.3,0.3
17-Mar-16,0.273,0.275,0.268,0.275,0.275
18-Mar-16,0.265,0.28,0.265,0.28,0.28
21-Mar-16,0.28,0.288,0.28,0.288,0.288
22-Mar-16,0.298,0.298,0.293,0.295,0.295
23-Mar-16,0.293,0.293,0.293,0.293,0.293
24-Mar-16,0.29,0.29,0.273,0.275,0.275
28-Mar-16,0.278,0.28,0.255,0.255,0.255
29-Mar-16,0.278,0.278,0.223,0.225,0.225
30-Mar-16,0.21,0.21,0.185,0.185,0.185
31-Mar-16,0.168,0.193,0.15,0.193,0.193
1-Apr-16,0.193,0.223,0.193,0.218,0.218
4-Apr-16,0.213,0.213,0.183,0.183,0.183
5-Apr-16,0.213,0.218,0.21,0.218,0.218
6-Apr-16,0.22,0.223,0.215,0.22,0.22
7-Apr-16,0.213,0.22,0.213,0.22,0.22
8-Apr-16,0.22,0.22,0.215,0.218,0.218
11-Apr-16,0.218,0.223,0.21,0.21,0.21
12-Apr-16,0.225,0.23,0.225,0.23,0.23
13-Apr-16,0.23,0.23,0.22,0.223,0.223
14-Apr-16,0.22,0.22,0.215,0.215,0.215
15-Apr-16,0.215,0.215,0.208,0.21,0.21
18-Apr-16,0.21,0.21,0.198,0.198,0.198
19-Apr-16,0.215,0.215,0.215,0.215,0.215
20-Apr-16,0.215,0.22,0.215,0.218,0.218
21-Apr-16,0.223,0.225,0.223,0.225,0.225
22-Apr-16,0.225,0.225,0.223,0.225,0.225
25-Apr-16,0.223,0.243,0.223,0.238,0.238
26-Apr-16,0.245,0.248,0.243,0.245,0.245
27-Apr-16,0.245,0.245,0.24,0.245,0.245
28-Apr-16,0.228,0.228,0.21,0.21,0.21
29-Apr-16,0.193,0.195,0.19,0.193,0.193
2-May-16,0.193,0.193,0.183,0.185,0.185
3-May-16,0.205,0.205,0.203,0.203,0.203
4-May-16,0.203,0.203,0.195,0.198,0.198
5-May-16,0.185,0.188,0.18,0.183,0.183
6-May-16,0.188,0.188,0.18,0.18,0.18
9-May-16,0.185,0.203,0.185,0.203,0.203
10-May-16,0.235,0.243,0.235,0.243,0.243
11-May-16,0.245,0.248,0.24,0.248,0.248
12-May-16,0.25,0.263,0.248,0.258,0.258
13-May-16,0.258,0.263,0.258,0.258,0.258
16-May-16,0.26,0.265,0.255,0.258,0.258
17-May-16,0.268,0.273,0.263,0.268,0.268
18-May-16,0.27,0.27,0.248,0.27,0.27
19-May-16,0.285,0.293,0.285,0.29,0.29
20-May-16,0.29,0.305,0.288,0.298,0.298
23-May-16,0.308,0.315,0.305,0.313,0.313
24-May-16,0.345,0.348,0.343,0.343,0.343
25-May-16,0.345,0.345,0.315,0.315,0.315
26-May-16,0.275,0.28,0.273,0.275,0.275
27-May-16,0.285,0.298,0.28,0.298,0.298
31-May-16,0.303,0.303,0.283,0.283,0.283
1-Jun-16,0.33,0.333,0.295,0.295,0.295
2-Jun-16,0.28,0.283,0.265,0.27,0.27
3-Jun-16,0.268,0.27,0.255,0.27,0.27
6-Jun-16,0.27,0.27,0.25,0.25,0.25
7-Jun-16,0.268,0.27,0.26,0.265,0.265
8-Jun-16,0.268,0.27,0.23,0.235,0.235
9-Jun-16,0.228,0.24,0.228,0.24,0.24
10-Jun-16,0.245,0.245,0.24,0.24,0.24
13-Jun-16,0.235,0.245,0.235,0.245,0.245
14-Jun-16,0.26,0.263,0.26,0.263,0.263
15-Jun-16,0.263,0.263,0.255,0.255,0.255
16-Jun-16,0.243,0.245,0.228,0.245,0.245
17-Jun-16,0.245,0.248,0.245,0.248,0.248
20-Jun-16,0.253,0.253,0.248,0.248,0.248
21-Jun-16,0.265,0.273,0.265,0.265,0.265
22-Jun-16,0.268,0.268,0.265,0.268,0.268
23-Jun-16,0.263,0.275,0.263,0.275,0.275
24-Jun-16,0.228,0.253,0.228,0.238,0.238
27-Jun-16,0.228,0.235,0.225,0.235,0.235
28-Jun-16,0.258,0.26,0.255,0.26,0.26
29-Jun-16,0.253,0.258,0.248,0.255,0.255
30-Jun-16,0.245,0.248,0.238,0.248,0.248
1-Jul-16,0.243,0.245,0.243,0.243,0.243
5-Jul-16,0.24,0.24,0.238,0.238,0.238
6-Jul-16,0.26,0.263,0.26,0.263,0.263
7-Jul-16,0.263,0.273,0.26,0.27,0.27
8-Jul-16,0.273,0.273,0.265,0.273,0.273
11-Jul-16,0.273,0.283,0.27,0.275,0.275
12-Jul-16,0.295,0.298,0.295,0.295,0.295
13-Jul-16,0.293,0.298,0.29,0.298,0.298
14-Jul-16,0.298,0.308,0.295,0.303,0.303
15-Jul-16,0.295,0.298,0.293,0.298,0.298
18-Jul-16,0.298,0.298,0.288,0.288,0.288
19-Jul-16,0.313,0.315,0.31,0.31,0.31
20-Jul-16,0.31,0.315,0.31,0.315,0.315
21-Jul-16,0.308,0.308,0.303,0.303,0.303
22-Jul-16,0.303,0.305,0.303,0.303,0.303
25-Jul-16,0.303,0.303,0.298,0.298,0.298
26-Jul-16,0.313,0.315,0.308,0.308,0.308
27-Jul-16,0.305,0.308,0.275,0.283,0.283
28-Jul-16,0.27,0.27,0.22,0.22,0.22
29-Jul-16,0.22,0.24,0.215,0.24,0.24
1-Aug-16,0.258,0.258,0.235,0.238,0.238
2-Aug-16,0.275,0.28,0.273,0.28,0.28
3-Aug-16,0.275,0.275,0.268,0.268,0.268
4-Aug-16,0.263,0.263,0.245,0.248,0.248
5-Aug-16,0.245,0.253,0.243,0.25,0.25
8-Aug-16,0.253,0.26,0.243,0.25,0.25
9-Aug-16,0.293,0.295,0.29,0.293,0.293
10-Aug-16,0.295,0.295,0.27,0.273,0.273
11-Aug-16,0.268,0.275,0.255,0.275,0.275
12-Aug-16,0.27,0.27,0.263,0.263,0.263
15-Aug-16,0.265,0.275,0.263,0.275,0.275
16-Aug-16,0.285,0.29,0.285,0.288,0.288
17-Aug-16,0.288,0.29,0.288,0.288,0.288
18-Aug-16,0.283,0.285,0.283,0.285,0.285
19-Aug-16,0.283,0.293,0.283,0.293,0.293
22-Aug-16,0.295,0.295,0.278,0.28,0.28
23-Aug-16,0.305,0.308,0.303,0.305,0.305
24-Aug-16,0.305,0.308,0.305,0.305,0.305
25-Aug-16,0.3,0.31,0.3,0.305,0.305
26-Aug-16,0.3,0.31,0.3,0.305,0.305
29-Aug-16,0.31,0.313,0.303,0.305,0.305
30-Aug-16,0.325,0.328,0.323,0.325,0.325
31-Aug-16,0.325,0.328,0.32,0.32,0.32
1-Sep-16,0.32,0.32,0.315,0.315,0.315
2-Sep-16,0.308,0.315,0.29,0.303,0.303
6-Sep-16,0.31,0.31,0.303,0.303,0.303
7-Sep-16,0.328,0.33,0.328,0.33,0.33
8-Sep-16,0.328,0.335,0.325,0.333,0.333
9-Sep-16,0.33,0.335,0.33,0.333,0.333
