Date,Price,Open,High,Low,Vol,Change %
7-Mar-13,"7,939.77","7,934.19","7,956.26","7,911.56",98.78,0.26%
8-Mar-13,"7,986.47","7,970.66","8,015.07","7,962.28",134.78,0.59%
11-Mar-13,"7,984.29","7,967.46","7,989.21","7,954.58",82.98,-0.03%
12-Mar-13,"7,966.12","7,970.83","7,999.50","7,933.94",175.95,-0.23%
13-Mar-13,"7,970.91","7,964.77","7,978.84","7,942.37",368.77,0.06%
14-Mar-13,"8,058.37","8,013.25","8,060.26","8,011.22",280.67,1.10%
15-Mar-13,"8,042.85","8,074.03","8,074.47","7,996.95",311.6,-0.19%
18-Mar-13,"8,010.70","7,924.04","8,020.91","7,901.94",130.36,-0.40%
19-Mar-13,"7,947.79","7,980.54","8,000.97","7,919.45",154.9,-0.79%
20-Mar-13,"8,001.97","7,995.59","8,030.46","7,972.21",122.11,0.68%
21-Mar-13,"7,932.51","7,989.59","7,999.34","7,887.67",159.85,-0.87%
22-Mar-13,"7,911.35","7,917.64","7,953.93","7,876.36",131.99,-0.27%
25-Mar-13,"7,870.90","7,988.27","8,030.76","7,847.97",157.51,-0.51%
26-Mar-13,"7,879.67","7,889.15","7,912.52","7,859.27",115.37,0.11%
27-Mar-13,"7,789.09","7,905.96","7,916.76","7,750.38",146.7,-1.15%
28-Mar-13,"7,795.31","7,791.14","7,842.58","7,778.02",128.18,0.08%
2-Apr-13,"7,943.87","7,806.12","7,949.20","7,805.92",116.77,1.91%
3-Apr-13,"7,874.75","7,926.88","7,953.15","7,869.81",103.69,-0.87%
4-Apr-13,"7,817.39","7,902.86","7,927.93","7,803.89",145,-0.73%
5-Apr-13,"7,658.75","7,820.69","7,825.28","7,632.42",144.76,-2.03%
8-Apr-13,"7,662.64","7,669.04","7,698.47","7,645.56",85.36,0.05%
9-Apr-13,"7,637.51","7,704.35","7,723.20","7,608.04",120.78,-0.33%
10-Apr-13,"7,810.63","7,664.16","7,822.12","7,660.20",158.66,2.27%
11-Apr-13,"7,871.63","7,799.31","7,885.45","7,786.75",126.5,0.78%
12-Apr-13,"7,744.77","7,831.87","7,838.53","7,726.13",121.69,-1.61%
15-Apr-13,"7,712.63","7,740.54","7,773.11","7,651.58",118.15,-0.41%
16-Apr-13,"7,682.58","7,680.78","7,739.66","7,639.43",139.71,-0.39%
17-Apr-13,"7,503.03","7,719.56","7,722.46","7,473.07",161.07,-2.34%
18-Apr-13,"7,473.73","7,519.67","7,556.55","7,436.78",140.26,-0.39%
19-Apr-13,"7,459.96","7,490.11","7,531.09","7,418.36",178.32,-0.18%
22-Apr-13,"7,478.11","7,516.06","7,538.22","7,437.52",153.7,0.24%
23-Apr-13,"7,658.21","7,477.03","7,664.22","7,442.36",184.06,2.41%
24-Apr-13,"7,759.03","7,656.76","7,767.36","7,656.22",117.92,1.32%
25-Apr-13,"7,832.86","7,766.61","7,838.31","7,741.98",92.93,0.95%
26-Apr-13,"7,814.76","7,835.59","7,840.47","7,767.61",94.49,-0.23%
29-Apr-13,"7,873.50","7,834.02","7,873.50","7,823.24",79.2,0.75%
30-Apr-13,"7,913.71","7,928.42","7,965.90","7,893.08",119.77,0.51%
2-May-13,"7,961.71","7,905.35","8,005.83","7,896.99",142.87,0.61%
3-May-13,"8,122.29","7,972.28","8,130.16","7,957.36",134.55,2.02%
6-May-13,"8,112.08","8,119.22","8,148.14","8,103.27",66.15,-0.13%
7-May-13,"8,181.78","8,125.82","8,206.01","8,116.67",89.54,0.86%
8-May-13,"8,249.71","8,176.88","8,253.47","8,173.35",121.8,0.83%
9-May-13,"8,262.55","8,232.50","8,274.18","8,224.52",57.87,0.16%
10-May-13,"8,278.59","8,278.45","8,358.23","8,252.37",95.07,0.19%
13-May-13,"8,279.29","8,281.95","8,294.56","8,217.15",85.26,0.01%
14-May-13,"8,339.11","8,304.50","8,339.11","8,235.97",114.73,0.72%
15-May-13,"8,362.42","8,333.61","8,368.06","8,299.83",152.9,0.28%
16-May-13,"8,369.87","8,348.54","8,401.28","8,324.23",125.95,0.09%
17-May-13,"8,398.00","8,356.26","8,408.62","8,327.47",158.38,0.34%
20-May-13,"8,455.83","8,434.97","8,456.24","8,401.74",78.3,0.69%
21-May-13,"8,472.20","8,446.78","8,476.18","8,397.54",113.84,0.19%
22-May-13,"8,530.89","8,467.56","8,557.86","8,434.83",110.21,0.69%
23-May-13,"8,351.98","8,410.06","8,412.25","8,281.11",132.88,-2.10%
24-May-13,"8,305.32","8,390.16","8,391.02","8,262.64",131.15,-0.56%
27-May-13,"8,383.30","8,346.60","8,386.86","8,338.32",48.71,0.94%
28-May-13,"8,480.87","8,432.46","8,526.42","8,424.40",97.46,1.16%
29-May-13,"8,336.58","8,437.21","8,445.46","8,316.70",107.5,-1.70%
30-May-13,"8,400.20","8,314.20","8,416.36","8,293.96",103.14,0.76%
31-May-13,"8,348.84","8,385.38","8,401.63","8,297.03",122.4,-0.61%
3-Jun-13,"8,285.80","8,291.49","8,395.56","8,214.78",97.75,-0.76%
4-Jun-13,"8,295.96","8,358.68","8,384.36","8,274.94",82.41,0.12%
5-Jun-13,"8,196.18","8,229.23","8,293.28","8,182.08",89.16,-1.20%
6-Jun-13,"8,098.81","8,188.82","8,235.09","8,098.81",85.24,-1.19%
7-Jun-13,"8,254.68","8,124.88","8,279.03","8,034.55",103.6,1.92%
10-Jun-13,"8,307.69","8,246.04","8,355.79","8,245.94",75.73,0.64%
11-Jun-13,"8,222.46","8,256.19","8,260.86","8,141.02",96.69,-1.03%
12-Jun-13,"8,143.27","8,204.91","8,246.08","8,122.72",81.79,-0.96%
13-Jun-13,"8,095.39","8,023.37","8,110.38","7,968.13",97.59,-0.59%
14-Jun-13,"8,127.96","8,157.88","8,188.00","8,111.38",72.77,0.40%
17-Jun-13,"8,215.73","8,170.75","8,265.49","8,167.67",73.15,1.08%
18-Jun-13,"8,229.51","8,196.44","8,241.60","8,176.19",73.65,0.17%
19-Jun-13,"8,197.08","8,254.57","8,285.90","8,160.50",78.66,-0.39%
20-Jun-13,"7,928.48","8,085.67","8,085.67","7,911.96",131.81,-3.28%
21-Jun-13,"7,789.24","7,946.32","7,987.04","7,789.24",245.49,-1.76%
24-Jun-13,"7,692.45","7,776.88","7,823.84","7,655.83",121.38,-1.24%
25-Jun-13,"7,811.30","7,741.13","7,842.48","7,725.99",109.49,1.55%
26-Jun-13,"7,940.99","7,810.37","7,960.45","7,800.85",128.57,1.66%
27-Jun-13,"7,990.75","7,945.92","8,025.81","7,919.59",102.94,0.63%
28-Jun-13,"7,959.22","8,015.53","8,037.68","7,906.14",101.76,-0.39%
1-Jul-13,"7,983.92","8,000.02","8,023.15","7,890.28",96.72,0.31%
2-Jul-13,"7,910.77","7,988.92","7,988.96","7,873.97",96.76,-0.92%
3-Jul-13,"7,829.32","7,841.18","7,841.87","7,730.37",115.95,-1.03%
4-Jul-13,"7,994.31","7,877.91","8,015.08","7,863.76",119.38,2.11%
5-Jul-13,"7,806.00","8,010.44","8,031.71","7,805.36",116.27,-2.36%
8-Jul-13,"7,968.54","7,865.92","8,015.21","7,848.14",79.57,2.08%
9-Jul-13,"8,057.75","8,021.13","8,086.95","8,005.73",82.86,1.12%
10-Jul-13,"8,066.48","8,056.51","8,081.21","7,990.65",75.95,0.11%
