date,eurusdprice,eurusdopen,eurusdhigh,eurusdlow
24-Jan-19,1.1306,1.138,1.1398,1.1287
25-Jan-19,1.1415,1.1306,1.1421,1.1298
28-Jan-19,1.1434,1.1404,1.1445,1.1388
29-Jan-19,1.1432,1.1428,1.1453,1.141
30-Jan-19,1.1479,1.1433,1.1503,1.1404
31-Jan-19,1.1446,1.148,1.1517,1.1434
1-Feb-19,1.1456,1.1447,1.149,1.1433
4-Feb-19,1.1438,1.1457,1.1467,1.1421
5-Feb-19,1.1415,1.1442,1.1456,1.14
6-Feb-19,1.1362,1.1406,1.142,1.1359
7-Feb-19,1.1341,1.136,1.1375,1.1322
8-Feb-19,1.133,1.1346,1.1355,1.132
11-Feb-19,1.1276,1.1328,1.1331,1.1264
12-Feb-19,1.1325,1.128,1.1342,1.1256
13-Feb-19,1.1267,1.1326,1.1346,1.126
14-Feb-19,1.1301,1.1262,1.1313,1.1247
15-Feb-19,1.1295,1.1295,1.1313,1.1233
18-Feb-19,1.1311,1.1288,1.1337,1.1284
19-Feb-19,1.1341,1.131,1.1358,1.1274
20-Feb-19,1.1337,1.1342,1.1374,1.1324
21-Feb-19,1.1336,1.1338,1.1368,1.132
22-Feb-19,1.1343,1.1337,1.136,1.1315
25-Feb-19,1.1359,1.1338,1.1369,1.1323
26-Feb-19,1.1387,1.1366,1.1404,1.1343
27-Feb-19,1.1369,1.1396,1.1404,1.136
28-Feb-19,1.1371,1.1371,1.1421,1.1357
1-Mar-19,1.1377,1.1372,1.141,1.1353
4-Mar-19,1.134,1.138,1.1398,1.1309
5-Mar-19,1.1308,1.1339,1.1353,1.129
6-Mar-19,1.1307,1.1313,1.1328,1.1286
7-Mar-19,1.1194,1.1306,1.1322,1.1176
8-Mar-19,1.124,1.1194,1.1248,1.1185
11-Mar-19,1.1249,1.124,1.126,1.1222
12-Mar-19,1.1288,1.1249,1.1309,1.1244
13-Mar-19,1.1327,1.1288,1.1341,1.1277
14-Mar-19,1.1304,1.133,1.1343,1.1294
15-Mar-19,1.1325,1.1304,1.1345,1.1295
18-Mar-19,1.1337,1.1322,1.136,1.1316
19-Mar-19,1.1352,1.1338,1.1364,1.1334
20-Mar-19,1.1414,1.1352,1.145,1.1336
21-Mar-19,1.1375,1.1413,1.144,1.1342
22-Mar-19,1.1314,1.1376,1.1393,1.1272
25-Mar-19,1.1313,1.1294,1.1334,1.1284
26-Mar-19,1.1266,1.1313,1.1329,1.1263
27-Mar-19,1.1247,1.1266,1.1286,1.124
28-Mar-19,1.1222,1.1244,1.1264,1.1214
29-Mar-19,1.1218,1.122,1.1248,1.1208
1-Apr-19,1.1213,1.1217,1.125,1.1202
2-Apr-19,1.1204,1.1217,1.122,1.1183
3-Apr-19,1.1235,1.1204,1.1256,1.12
4-Apr-19,1.1221,1.1233,1.1249,1.1205
5-Apr-19,1.1216,1.1223,1.1246,1.121
8-Apr-19,1.1261,1.1218,1.1277,1.1213
9-Apr-19,1.1263,1.1272,1.1287,1.1255
10-Apr-19,1.1274,1.1261,1.1286,1.1228
11-Apr-19,1.1253,1.1274,1.1293,1.1249
12-Apr-19,1.1302,1.1255,1.1327,1.1253
15-Apr-19,1.1309,1.13,1.1323,1.1296
16-Apr-19,1.1281,1.1304,1.1315,1.1279
17-Apr-19,1.1297,1.1282,1.1326,1.128
18-Apr-19,1.1231,1.1297,1.1307,1.1226
19-Apr-19,1.1248,1.124,1.1255,1.1229
22-Apr-19,1.1258,1.1246,1.1265,1.1237
23-Apr-19,1.1227,1.1259,1.1264,1.1192
24-Apr-19,1.1154,1.1229,1.1233,1.1141
25-Apr-19,1.1132,1.116,1.1164,1.1118
26-Apr-19,1.1149,1.113,1.1175,1.1111
29-Apr-19,1.1186,1.1153,1.1191,1.114
30-Apr-19,1.1217,1.1185,1.1232,1.1176
1-May-19,1.1196,1.1215,1.1267,1.1188
2-May-19,1.1179,1.1202,1.1221,1.1172
3-May-19,1.1202,1.1178,1.1208,1.1135
6-May-19,1.12,1.1173,1.1212,1.116
7-May-19,1.1191,1.1198,1.1222,1.1165
8-May-19,1.1192,1.1189,1.1215,1.1181
9-May-19,1.1222,1.1194,1.1254,1.1174
10-May-19,1.1235,1.1215,1.1255,1.1214
13-May-19,1.1224,1.1241,1.1266,1.1221
14-May-19,1.1204,1.1224,1.1247,1.12
15-May-19,1.1202,1.1205,1.1226,1.1177
16-May-19,1.1174,1.1202,1.1227,1.1166
17-May-19,1.1158,1.1176,1.1186,1.1155
20-May-19,1.1171,1.1158,1.1177,1.1148
21-May-19,1.116,1.1171,1.1189,1.1142
22-May-19,1.1153,1.1166,1.118,1.1145
23-May-19,1.118,1.115,1.1187,1.1106
24-May-19,1.1204,1.1183,1.1215,1.1175
27-May-19,1.1199,1.1197,1.1218,1.1186
28-May-19,1.116,1.1198,1.1202,1.1158
29-May-19,1.1131,1.1162,1.1175,1.1124
30-May-19,1.1131,1.113,1.1144,1.1115
31-May-19,1.1169,1.1134,1.1181,1.1125
3-Jun-19,1.1241,1.1168,1.1263,1.1155
4-Jun-19,1.1252,1.1241,1.1278,1.1226
5-Jun-19,1.1221,1.1251,1.1308,1.1219
6-Jun-19,1.1276,1.1229,1.131,1.1214
7-Jun-19,1.1333,1.1276,1.1349,1.1251
10-Jun-19,1.1315,1.1324,1.1333,1.1291
11-Jun-19,1.1332,1.1313,1.134,1.1302
12-Jun-19,1.1289,1.1326,1.1345,1.1282
13-Jun-19,1.1277,1.1287,1.1305,1.1268
14-Jun-19,1.1209,1.1282,1.1291,1.1202
17-Jun-19,1.1218,1.1215,1.1247,1.1203
18-Jun-19,1.1193,1.1219,1.1244,1.1181
19-Jun-19,1.1226,1.1193,1.1254,1.1187
20-Jun-19,1.1292,1.1225,1.1318,1.1225
21-Jun-19,1.1368,1.1292,1.1379,1.1283
24-Jun-19,1.1398,1.1361,1.1405,1.1361
25-Jun-19,1.1367,1.14,1.1414,1.1344
26-Jun-19,1.1369,1.1365,1.1392,1.1347
27-Jun-19,1.137,1.1369,1.1383,1.1348
28-Jun-19,1.137,1.1371,1.1395,1.1351
1-Jul-19,1.1285,1.1375,1.1375,1.128
2-Jul-19,1.1285,1.1286,1.1321,1.1275
3-Jul-19,1.1278,1.1284,1.1311,1.1268
4-Jul-19,1.1285,1.1277,1.1296,1.1272
5-Jul-19,1.1226,1.1285,1.1289,1.1207
8-Jul-19,1.1215,1.1221,1.1235,1.1205
9-Jul-19,1.1208,1.1215,1.1221,1.1194
10-Jul-19,1.1251,1.1208,1.1265,1.1202
11-Jul-19,1.1254,1.1251,1.1287,1.1245
12-Jul-19,1.1271,1.1254,1.1277,1.1238
15-Jul-19,1.1258,1.1268,1.1285,1.1252
16-Jul-19,1.1211,1.1258,1.1265,1.1202
17-Jul-19,1.1224,1.121,1.1234,1.1199
18-Jul-19,1.1277,1.1224,1.1282,1.1205
19-Jul-19,1.1222,1.1277,1.1283,1.1204
22-Jul-19,1.121,1.1218,1.1227,1.1206
23-Jul-19,1.1153,1.121,1.1211,1.1146
24-Jul-19,1.1142,1.1151,1.1156,1.1128
