date,us13wopen,us13whigh,us13wlow,us13wclose,us13wadjclose
3/13/2018,1.665,1.69,1.665,1.69,1.69
3/14/2018,1.71,1.718,1.7,1.718,1.718
3/15/2018,1.723,1.735,1.723,1.733,1.733
3/16/2018,1.728,1.74,1.728,1.738,1.738
3/19/2018,1.758,1.76,1.728,1.728,1.728
3/20/2018,1.76,1.76,1.758,1.758,1.758
3/21/2018,1.755,1.76,1.695,1.71,1.71
3/22/2018,1.683,1.693,1.67,1.683,1.683
3/23/2018,1.688,1.695,1.685,1.688,1.688
3/26/2018,1.705,1.713,1.698,1.705,1.705
3/27/2018,1.753,1.755,1.733,1.733,1.733
3/28/2018,1.71,1.72,1.693,1.695,1.695
3/29/2018,1.695,1.705,1.67,1.67,1.67
4/2/2018,1.683,1.688,1.683,1.683,1.683
4/3/2018,1.738,1.74,1.713,1.713,1.713
4/4/2018,1.705,1.705,1.668,1.668,1.668
4/5/2018,1.66,1.678,1.66,1.675,1.675
4/6/2018,1.675,1.68,1.675,1.68,1.68
4/9/2018,1.68,1.68,1.675,1.675,1.675
4/10/2018,1.71,1.715,1.693,1.695,1.695
4/11/2018,1.693,1.695,1.688,1.693,1.693
4/12/2018,1.69,1.705,1.69,1.705,1.705
4/13/2018,1.71,1.718,1.71,1.718,1.718
4/16/2018,1.718,1.733,1.713,1.713,1.713
4/17/2018,1.74,1.755,1.74,1.755,1.755
4/18/2018,1.75,1.783,1.75,1.77,1.77
4/19/2018,1.768,1.79,1.768,1.783,1.783
4/20/2018,1.77,1.783,1.765,1.765,1.765
4/23/2018,1.77,1.783,1.77,1.783,1.783
4/24/2018,1.833,1.835,1.823,1.823,1.823
4/25/2018,1.815,1.818,1.813,1.815,1.815
4/26/2018,1.785,1.8,1.785,1.785,1.785
4/27/2018,1.78,1.785,1.768,1.77,1.77
4/30/2018,1.773,1.788,1.763,1.763,1.763
5/1/2018,1.823,1.823,1.808,1.81,1.81
5/2/2018,1.815,1.82,1.785,1.785,1.785
5/3/2018,1.79,1.79,1.78,1.788,1.788
5/4/2018,1.785,1.798,1.785,1.793,1.793
5/7/2018,1.79,1.8,1.79,1.793,1.793
5/8/2018,1.84,1.845,1.835,1.835,1.835
5/9/2018,1.835,1.845,1.835,1.845,1.845
5/10/2018,1.84,1.85,1.84,1.845,1.845
5/11/2018,1.85,1.86,1.85,1.86,1.86
5/14/2018,1.863,1.868,1.855,1.855,1.855
5/15/2018,1.875,1.875,1.87,1.875,1.875
5/16/2018,1.87,1.883,1.865,1.865,1.865
5/17/2018,1.863,1.875,1.863,1.863,1.863
5/18/2018,1.863,1.863,1.853,1.855,1.855
5/21/2018,1.858,1.868,1.858,1.863,1.863
5/22/2018,1.89,1.893,1.89,1.893,1.893
5/23/2018,1.888,1.89,1.873,1.873,1.873
5/24/2018,1.86,1.865,1.858,1.86,1.86
5/25/2018,1.855,1.858,1.84,1.853,1.853
5/29/2018,1.85,1.858,1.84,1.84,1.84
5/30/2018,1.893,1.893,1.875,1.878,1.878
5/31/2018,1.88,1.88,1.87,1.87,1.87
6/1/2018,1.868,1.878,1.865,1.868,1.868
6/4/2018,1.865,1.88,1.86,1.865,1.865
6/5/2018,1.905,1.91,1.9,1.903,1.903
6/6/2018,1.913,1.915,1.9,1.9,1.9
6/7/2018,1.9,1.9,1.883,1.885,1.885
6/8/2018,1.885,1.885,1.88,1.88,1.88
6/11/2018,1.878,1.878,1.86,1.868,1.868
6/12/2018,1.905,1.905,1.888,1.888,1.888
6/13/2018,1.885,1.898,1.883,1.895,1.895
6/14/2018,1.883,1.883,1.873,1.883,1.883
6/15/2018,1.88,1.888,1.88,1.888,1.888
6/18/2018,1.885,1.893,1.883,1.883,1.883
6/19/2018,1.89,1.898,1.89,1.898,1.898
6/20/2018,1.888,1.89,1.88,1.888,1.888
6/21/2018,1.888,1.89,1.885,1.89,1.89
6/22/2018,1.888,1.888,1.868,1.87,1.87
6/25/2018,1.865,1.87,1.853,1.853,1.853
6/26/2018,1.893,1.898,1.89,1.893,1.893
6/27/2018,1.883,1.89,1.88,1.88,1.88
6/28/2018,1.878,1.893,1.878,1.88,1.88
6/29/2018,1.878,1.885,1.875,1.88,1.88
7/2/2018,1.875,1.895,1.875,1.895,1.895
7/3/2018,1.935,1.935,1.933,1.933,1.933
7/5/2018,1.915,1.915,1.91,1.91,1.91
7/6/2018,1.905,1.908,1.905,1.905,1.905
7/9/2018,1.91,1.92,1.91,1.915,1.915
7/10/2018,1.938,1.94,1.935,1.935,1.935
7/11/2018,1.928,1.933,1.918,1.92,1.92
7/12/2018,1.92,1.928,1.905,1.928,1.928
7/13/2018,1.92,1.928,1.92,1.928,1.928
7/16/2018,1.935,1.945,1.935,1.938,1.938
7/17/2018,1.968,1.978,1.968,1.975,1.975
7/18/2018,1.97,1.97,1.958,1.96,1.96
7/19/2018,1.95,1.953,1.943,1.948,1.948
7/20/2018,1.945,1.945,1.933,1.933,1.933
7/23/2018,1.925,1.93,1.92,1.92,1.92
7/24/2018,1.96,1.963,1.96,1.96,1.96
7/25/2018,1.965,1.965,1.953,1.953,1.953
7/26/2018,1.948,1.95,1.945,1.945,1.945
7/27/2018,1.943,1.945,1.943,1.945,1.945
7/30/2018,1.95,1.958,1.945,1.945,1.945
7/31/2018,1.99,1.995,1.983,1.985,1.985
8/1/2018,1.98,1.988,1.978,1.978,1.978
8/2/2018,1.973,1.973,1.955,1.965,1.965
8/3/2018,1.96,1.965,1.96,1.96,1.96
8/6/2018,1.97,1.973,1.965,1.968,1.968
8/7/2018,2.01,2.013,2.005,2.008,2.008
8/8/2018,2.008,2.013,2.005,2.008,2.008
8/9/2018,2.01,2.01,2.003,2.005,2.005
8/10/2018,2,2,1.995,2,2
8/13/2018,2,2.005,1.995,1.995,1.995
8/14/2018,2.025,2.033,2.023,2.033,2.033
8/15/2018,2.035,2.038,2.02,2.02,2.02
8/16/2018,2.02,2.02,2.013,2.015,2.015
8/17/2018,2.003,2.005,1.993,1.995,1.995
8/20/2018,1.995,1.995,1.993,1.993,1.993
8/21/2018,2.03,2.035,2.03,2.035,2.035
8/22/2018,2.035,2.035,2.035,2.035,2.035
8/23/2018,2.028,2.033,2.025,2.033,2.033
8/24/2018,2.035,2.048,2.035,2.048,2.048
8/27/2018,2.05,2.06,2.05,2.06,2.06
8/28/2018,2.075,2.078,2.075,2.078,2.078
8/29/2018,2.075,2.08,2.075,2.08,2.08
8/30/2018,2.073,2.073,2.055,2.058,2.058
8/31/2018,2.055,2.06,2.055,2.055,2.055
9/4/2018,2.058,2.078,2.058,2.068,2.068
9/5/2018,2.09,2.09,2.09,2.09,2.09
9/6/2018,2.08,2.083,2.078,2.08,2.08
9/7/2018,2.083,2.093,2.083,2.088,2.088
9/10/2018,2.085,2.093,2.083,2.083,2.083
9/11/2018,2.105,2.108,2.105,2.108,2.108
9/12/2018,2.105,2.105,2.105,2.105,2.105
9/13/2018,2.093,2.093,2.09,2.093,2.093
9/14/2018,2.095,2.103,2.095,2.103,2.103
9/17/2018,2.11,2.11,2.105,2.108,2.108
9/18/2018,2.118,2.133,2.118,2.125,2.125
9/19/2018,2.125,2.138,2.12,2.12,2.12
9/20/2018,2.118,2.125,2.118,2.118,2.118
9/21/2018,2.12,2.125,2.12,2.123,2.123
9/24/2018,2.128,2.133,2.123,2.123,2.123
9/25/2018,2.17,2.17,2.165,2.168,2.168
9/26/2018,2.16,2.17,2.15,2.16,2.16
9/27/2018,2.14,2.153,2.135,2.14,2.14
9/28/2018,2.145,2.158,2.145,2.15,2.15
10/1/2018,2.158,2.163,2.153,2.155,2.155
10/2/2018,2.173,2.178,2.168,2.175,2.175
10/3/2018,2.175,2.175,2.17,2.17,2.17
10/4/2018,2.17,2.173,2.168,2.17,2.17
10/5/2018,2.165,2.168,2.163,2.165,2.165
10/8/2018,2.165,2.165,2.165,2.165,2.165
10/9/2018,2.17,2.195,2.17,2.185,2.185
10/10/2018,2.22,2.225,2.22,2.22,2.22
10/11/2018,2.218,2.22,2.215,2.215,2.215
10/12/2018,2.218,2.218,2.218,2.218,2.218
10/15/2018,2.225,2.235,2.223,2.23,2.23
10/16/2018,2.265,2.265,2.255,2.26,2.26
10/17/2018,2.26,2.27,2.26,2.26,2.26
10/18/2018,2.258,2.26,2.255,2.255,2.255
10/19/2018,2.255,2.26,2.255,2.26,2.26
10/22/2018,2.258,2.26,2.258,2.258,2.258
10/23/2018,2.285,2.29,2.285,2.29,2.29
10/24/2018,2.29,2.29,2.285,2.285,2.285
10/25/2018,2.28,2.285,2.28,2.28,2.28
10/26/2018,2.27,2.275,2.27,2.273,2.273
10/29/2018,2.28,2.283,2.26,2.26,2.26
10/30/2018,2.29,2.29,2.283,2.283,2.283
10/31/2018,2.285,2.288,2.275,2.278,2.278
11/1/2018,2.278,2.278,2.27,2.27,2.27
11/2/2018,2.278,2.28,2.27,2.273,2.273
11/5/2018,2.27,2.273,2.268,2.268,2.268
11/6/2018,2.313,2.315,2.308,2.31,2.31
11/7/2018,2.315,2.315,2.305,2.31,2.31
11/8/2018,2.3,2.303,2.298,2.303,2.303
11/9/2018,2.3,2.3,2.3,2.3,2.3
11/12/2018,2.3,2.3,2.3,2.3,2.3
11/13/2018,2.295,2.295,2.295,2.295,2.295
11/14/2018,2.325,2.33,2.325,2.325,2.325
11/15/2018,2.32,2.32,2.31,2.31,2.31
11/16/2018,2.308,2.308,2.298,2.3,2.3
11/19/2018,2.305,2.31,2.3,2.3,2.3
11/20/2018,2.333,2.338,2.333,2.335,2.335
11/21/2018,2.35,2.358,2.348,2.35,2.35
11/23/2018,2.353,2.353,2.348,2.348,2.348
11/26/2018,2.353,2.358,2.343,2.343,2.343
11/27/2018,2.355,2.355,2.353,2.353,2.353
11/28/2018,2.355,2.355,2.33,2.335,2.335
11/29/2018,2.325,2.33,2.303,2.31,2.31
11/30/2018,2.308,2.318,2.308,2.308,2.308
12/3/2018,2.31,2.313,2.288,2.288,2.288
12/4/2018,2.363,2.368,2.36,2.365,2.365
12/6/2018,2.365,2.365,2.35,2.353,2.353
12/7/2018,2.355,2.355,2.338,2.34,2.34
12/10/2018,2.34,2.34,2.32,2.33,2.33
12/11/2018,2.37,2.373,2.368,2.37,2.37
12/12/2018,2.358,2.378,2.358,2.375,2.375
12/13/2018,2.373,2.373,2.358,2.363,2.363
12/14/2018,2.355,2.368,2.355,2.368,2.368
12/17/2018,2.36,2.365,2.34,2.34,2.34
12/18/2018,2.353,2.353,2.328,2.328,2.328
12/19/2018,2.328,2.343,2.328,2.338,2.338
12/20/2018,2.34,2.345,2.335,2.335,2.335
12/21/2018,2.32,2.338,2.318,2.33,2.33
12/24/2018,2.33,2.343,2.33,2.333,2.333
12/26/2018,2.385,2.39,2.373,2.38,2.38
12/27/2018,2.373,2.373,2.348,2.348,2.348
12/28/2018,2.355,2.358,2.318,2.328,2.328
12/31/2018,2.345,2.4,2.3,2.3,2.3
1/2/2019,2.395,2.4,2.36,2.365,2.365
1/3/2019,2.363,2.368,2.355,2.355,2.355
1/4/2019,2.358,2.373,2.358,2.358,2.358
1/7/2019,2.355,2.37,2.353,2.353,2.353
1/8/2019,2.395,2.403,2.388,2.4,2.4
1/9/2019,2.4,2.403,2.39,2.39,2.39
1/10/2019,2.38,2.388,2.375,2.375,2.375
1/11/2019,2.37,2.373,2.365,2.37,2.37
1/14/2019,2.365,2.37,2.358,2.36,2.36
1/15/2019,2.385,2.385,2.383,2.383,2.383
1/16/2019,2.378,2.378,2.363,2.363,2.363
1/17/2019,2.36,2.365,2.353,2.355,2.355
1/18/2019,2.355,2.355,2.345,2.348,2.348
1/22/2019,2.35,2.355,2.343,2.345,2.345
1/23/2019,2.373,2.373,2.353,2.353,2.353
1/24/2019,2.345,2.35,2.305,2.305,2.305
1/25/2019,2.315,2.333,2.315,2.328,2.328
1/28/2019,2.333,2.338,2.33,2.333,2.333
1/29/2019,2.365,2.365,2.363,2.365,2.365
1/30/2019,2.365,2.375,2.365,2.365,2.365
1/31/2019,2.355,2.36,2.34,2.34,2.34
2/1/2019,2.34,2.345,2.34,2.34,2.34
2/4/2019,2.34,2.34,2.335,2.335,2.335
2/5/2019,2.368,2.37,2.363,2.365,2.365
2/6/2019,2.36,2.365,2.358,2.365,2.365
2/7/2019,2.348,2.363,2.348,2.355,2.355
2/8/2019,2.355,2.368,2.355,2.365,2.365
2/11/2019,2.368,2.383,2.368,2.375,2.375
2/12/2019,2.388,2.388,2.378,2.378,2.378
2/13/2019,2.375,2.378,2.373,2.373,2.373
2/14/2019,2.373,2.375,2.37,2.373,2.373
2/15/2019,2.37,2.373,2.37,2.37,2.37
2/19/2019,2.373,2.373,2.365,2.373,2.373
2/20/2019,2.38,2.383,2.38,2.383,2.383
2/21/2019,2.383,2.395,2.383,2.395,2.395
2/22/2019,2.393,2.395,2.388,2.393,2.393
2/25/2019,2.393,2.398,2.388,2.393,2.393
2/26/2019,2.398,2.4,2.398,2.4,2.4
2/27/2019,2.398,2.4,2.393,2.393,2.393
2/28/2019,2.388,2.39,2.38,2.383,2.383
3/1/2019,2.385,2.388,2.378,2.378,2.378
3/4/2019,2.378,2.385,2.375,2.375,2.375
3/5/2019,2.4,2.405,2.4,2.4,2.4
3/6/2019,2.405,2.405,2.403,2.405,2.405
3/7/2019,2.395,2.4,2.395,2.395,2.395
3/8/2019,2.395,2.395,2.39,2.393,2.393
3/11/2019,2.393,2.393,2.38,2.38,2.38
3/12/2019,2.395,2.395,2.393,2.395,2.395
3/13/2019,2.393,2.395,2.388,2.388,2.388
3/14/2019,2.388,2.393,2.385,2.388,2.388
3/15/2019,2.388,2.39,2.385,2.388,2.388
3/18/2019,2.388,2.39,2.385,2.385,2.385
3/19/2019,2.398,2.405,2.398,2.405,2.405
3/20/2019,2.405,2.415,2.398,2.408,2.408
3/21/2019,2.403,2.418,2.403,2.408,2.408
3/22/2019,2.405,2.408,2.395,2.398,2.398
3/25/2019,2.4,2.4,2.39,2.39,2.39
3/26/2019,2.403,2.405,2.403,2.405,2.405
3/27/2019,2.398,2.403,2.375,2.378,2.378
3/28/2019,2.373,2.378,2.368,2.37,2.37
3/29/2019,2.363,2.363,2.328,2.328,2.328
4/1/2019,2.343,2.345,2.32,2.323,2.323
4/2/2019,2.363,2.373,2.363,2.37,2.37
4/3/2019,2.375,2.378,2.37,2.373,2.373
4/4/2019,2.37,2.378,2.37,2.37,2.37
4/5/2019,2.37,2.375,2.37,2.37,2.37
4/8/2019,2.37,2.37,2.365,2.365,2.365
4/9/2019,2.365,2.365,2.365,2.365,2.365
4/10/2019,2.365,2.365,2.36,2.363,2.363
4/11/2019,2.36,2.365,2.36,2.365,2.365
4/12/2019,2.365,2.375,2.365,2.375,2.375
4/15/2019,2.373,2.375,2.36,2.36,2.36
4/16/2019,2.373,2.38,2.373,2.378,2.378
4/17/2019,2.38,2.39,2.38,2.38,2.38
4/18/2019,2.37,2.373,2.365,2.365,2.365
4/22/2019,2.368,2.378,2.368,2.375,2.375
4/23/2019,2.388,2.39,2.385,2.39,2.39
4/24/2019,2.38,2.38,2.375,2.375,2.375
4/25/2019,2.365,2.365,2.36,2.365,2.365
4/26/2019,2.363,2.363,2.358,2.36,2.36
4/29/2019,2.36,2.365,2.36,2.36,2.36
4/30/2019,2.375,2.375,2.368,2.368,2.368
5/1/2019,2.37,2.373,2.345,2.363,2.363
5/2/2019,2.36,2.373,2.36,2.373,2.373
5/3/2019,2.37,2.37,2.365,2.368,2.368
5/6/2019,2.36,2.365,2.36,2.363,2.363
5/7/2019,2.37,2.373,2.368,2.368,2.368
5/8/2019,2.368,2.37,2.368,2.37,2.37
5/9/2019,2.368,2.37,2.365,2.37,2.37
5/10/2019,2.368,2.37,2.365,2.37,2.37
5/13/2019,2.36,2.36,2.35,2.35,2.35
5/14/2019,2.35,2.355,2.35,2.353,2.353
5/15/2019,2.348,2.355,2.348,2.35,2.35
5/16/2019,2.345,2.345,2.338,2.338,2.338
5/17/2019,2.335,2.335,2.328,2.33,2.33
5/20/2019,2.328,2.328,2.32,2.32,2.32
5/21/2019,2.33,2.333,2.33,2.33,2.33
5/22/2019,2.33,2.33,2.32,2.32,2.32
5/23/2019,2.31,2.31,2.303,2.303,2.303
5/24/2019,2.303,2.305,2.288,2.288,2.288
5/28/2019,2.29,2.303,2.29,2.298,2.298
5/29/2019,2.298,2.3,2.295,2.298,2.298
5/30/2019,2.3,2.31,2.3,2.31,2.31
5/31/2019,2.293,2.295,2.29,2.293,2.293
6/3/2019,2.28,2.283,2.275,2.28,2.28
6/4/2019,2.295,2.3,2.293,2.295,2.295
6/5/2019,2.283,2.285,2.278,2.285,2.285
6/6/2019,2.278,2.278,2.248,2.255,2.255
6/7/2019,2.253,2.253,2.203,2.215,2.215
6/10/2019,2.228,2.228,2.22,2.22,2.22
6/11/2019,2.225,2.228,2.213,2.213,2.213
6/12/2019,2.203,2.205,2.16,2.165,2.165
6/13/2019,2.163,2.163,2.138,2.14,2.14
6/14/2019,2.13,2.143,2.12,2.125,2.125
6/17/2019,2.125,2.138,2.125,2.138,2.138
6/18/2019,2.163,2.17,2.163,2.168,2.168
6/19/2019,2.165,2.168,2.12,2.125,2.125
6/20/2019,2.09,2.105,2.07,2.078,2.078
6/21/2019,2.07,2.07,2.055,2.055,2.055
6/24/2019,2.058,2.065,2.058,2.058,2.058
6/25/2019,2.073,2.085,2.07,2.083,2.083
6/26/2019,2.085,2.098,2.085,2.093,2.093
6/27/2019,2.088,2.095,2.083,2.085,2.085
6/28/2019,2.075,2.075,2.035,2.035,2.035
7/1/2019,2.055,2.07,2.053,2.065,2.065
7/2/2019,2.143,2.148,2.125,2.148,2.148
7/3/2019,2.14,2.15,2.14,2.15,2.15
7/5/2019,2.143,2.175,2.143,2.163,2.163
7/8/2019,2.16,2.18,2.158,2.178,2.178
7/9/2019,2.2,2.208,2.195,2.195,2.195
7/10/2019,2.203,2.203,2.125,2.13,2.13
7/11/2019,2.098,2.118,2.093,2.098,2.098
7/12/2019,2.09,2.095,2.088,2.09,2.09
7/15/2019,2.088,2.093,2.085,2.085,2.085
7/16/2019,2.103,2.105,2.1,2.103,2.103
7/17/2019,2.098,2.098,2.073,2.073,2.073
7/18/2019,2.065,2.065,2.013,2.013,2.013
7/19/2019,2.003,2.02,1.993,2.013,2.013
7/22/2019,2.033,2.033,2.015,2.025,2.025
7/23/2019,2.033,2.038,2.028,2.033,2.033
7/24/2019,2.033,2.043,2.03,2.04,2.04
